"","Address","longitude","latitude","Type1","Type2","Type3","Value","Icon"
"543","17 BOND STREET , New York",-73.9941277,40.7266389,"Rent","R4  -ELEVATOR",NA,46.49,"Rent"
"544","170 5 AVENUE , New York",-73.9904637,40.7409292,"Rent","R4  -ELEVATOR",NA,45.09,"Rent"
"545","170 EAST 104 STREET , New York",-73.9466592,40.7904978,"Rent","C4  -WALK-UP",NA,29.62,"Rent"
"546","170 EAST 3 STREET , New York",-73.9843344,40.7230521,"Rent","C4  -WALK-UP",NA,49.0666666666667,"Rent"
"547","170 EAST 77 STREET , New York",-73.9591955,40.7731496,"Rent","R4  -ELEVATOR",NA,48.49,"Rent"
"548","170 EAST 78 STREET , New York",-73.9586215,40.7737431,"Rent","R9  -CONDOPS",NA,43.06,"Rent"
"549","170 EAST 87 STREET , New York",-73.9538479,40.779489,"Rent","R4  -ELEVATOR",NA,55.73,"Rent"
"550","170 EAST END AVENUE , New York",-73.9443896,40.7760661,"Rent","R4  -ELEVATOR",NA,53.75,"Rent"
"551","170 JOHN STREET , New York",-74.0042523,40.7059326,"Rent","R4  -ELEVATOR",NA,45.61,"Rent"
"552","170 WEST END AVENUE , New York",-73.9845455,40.7767614,"Rent","R9  -CONDOPS",NA,40.54,"Rent"
"553","171 EAST 102 STREET , New York",-73.9472103,40.7894964,"Rent","C4  -WALK-UP",NA,20.67,"Rent"
"554","171 EAST 2 STREET , New York",-73.9848739,40.7224046,"Rent","C1  -WALK-UP",NA,47.8366666666667,"Rent"
"555","171 EAST 84 STREET , New York",-73.9553043,40.7778496,"Rent","R4  -ELEVATOR",NA,53.79,"Rent"
"556","171 LEXINGTON AVENUE , New York",-73.9810057,40.744142,"Rent","D3  -ELEVATOR",NA,48.51,"Rent"
"557","171 WEST 107 STREET , New York",-73.9644761,40.8010919,"Rent","RR  -CONRENT",NA,17.36,"Rent"
"558","171 WEST 131 STREET , New York",-73.9449082,40.8129093,"Rent","R4  -ELEVATOR",NA,32.99,"Rent"
"559","171 WEST 57 STREET , New York",-73.979561,40.7655712,"Rent","R4  -ELEVATOR",NA,51.99,"Rent"
"560","172 EAST 7 STREET , New York",-73.9818219,40.725093,"Rent","D1  -ELEVATOR",NA,42.076,"Rent"
"561","172 WEST 79 STREET , New York",-73.9780645,40.7828454,"Rent","R4  -ELEVATOR",NA,40.48,"Rent"
"562","1724 2 AVENUE , New York",-73.9498278,40.7800337,"Rent","R4  -ELEVATOR",NA,49.39,"Rent"
"563","173 BLEECKER STREET , New York",-74.000496,40.729127,"Rent","R9  -CONDOPS",NA,34.03,"Rent"
"564","173 EAST 101 STREET , New York",-73.9478073,40.7889258,"Rent","C1  -WALK-UP",NA,27.58,"Rent"
"565","173 EAST 102 STREET , New York",-73.9471185,40.7894834,"Rent","R2  -WALK-UP",NA,23.7,"Rent"
"566","173 GRAND STREET , New York",-73.9979872,40.7193559,"Rent","R4  -ELEVATOR",NA,43.79,"Rent"
"567","1730 2 AVENUE , New York",-73.9495982,40.7801939,"Rent","R4  -ELEVATOR",NA,48.07,"Rent"
"568","174 WEST 137 STREET , New York",-73.9420211,40.8160561,"Rent","C1  -WALK-UP",NA,27.64,"Rent"
"569","175 DELANCEY STREET , New York",-73.9856659,40.7171009,"Rent","RR  -CONRENT",NA,41.69,"Rent"
"570","175 EAST 2 STREET , New York",-73.9846328,40.7223414,"Rent","R4  -ELEVATOR",NA,42.31,"Rent"
"571","175 PAYSON AVENUE , New York",-73.9237429,40.868818,"Rent","R4  -ELEVATOR",NA,26.34,"Rent"
"572","175 PINEHURST AVENUE , New York",-73.93794,40.853971,"Rent","C1  -WALK-UP",NA,23.69,"Rent"
"573","175 WEST 12 STREET , New York",-74.0001966,40.7373682,"Rent","R4  -ELEVATOR",NA,50.32,"Rent"
"574","175 WEST 90 STREET , New York",-73.9726722,40.790321,"Rent","D6  -ELEVATOR",NA,32.54,"Rent"
"575","1752 BROADWAY , New York",-73.9813914,40.765488,"Rent","D6  -ELEVATOR",NA,50.82,"Rent"
"576","176 WEST 86 STREET , New York",-73.9749355,40.7874033,"Rent","R4  -ELEVATOR",NA,46.43,"Rent"
"577","176 WEST BROADWAY , New York",-74.007444,40.718154,"Rent","D6  -ELEVATOR",NA,94.99,"Rent"
"578","1760 2 AVENUE , New York",-73.9488635,40.7813622,"Rent","R4  -ELEVATOR",NA,47.05,"Rent"
"579","177 DUANE STREET , New York",-74.0099304,40.7176296,"Rent","R9  -CONDOPS",NA,48.72,"Rent"
"580","177 EAST 75 STREET , New York",-73.9593562,40.7719958,"Rent","D6  -ELEVATOR",NA,54.532,"Rent"
"581","177 EAST 77 STREET , New York",-73.9586215,40.7733573,"Rent","R4  -ELEVATOR",NA,39.67,"Rent"
"582","177 THOMPSON STREET , New York",-74.0002529,40.7279221,"Rent","R9  -CONDOPS",NA,47.36,"Rent"
"583","1772 MADISON AVENUE , New York",-73.945111,40.800458,"Rent","D6  -ELEVATOR",NA,26.91,"Rent"
"584","1776 2 AVENUE , New York",-73.9484132,40.7819184,"Rent","R4  -ELEVATOR",NA,48.21,"Rent"
"585","178 5 AVENUE , New York",-73.9901423,40.7412697,"Rent","C7  -WALK-UP",NA,74.63,"Rent"
"586","178 EAST 117 STREET , New York",-73.94031,40.7987449,"Rent","R4  -ELEVATOR",NA,30.08,"Rent"
"587","1787 MADISON AVENUE , New York",-73.9439615,40.8009078,"Rent","R9  -CONDOPS",NA,26.91,"Rent"
"588","179 7 AVENUE , New York",-73.9963938,40.7424491,"Rent","R4  -ELEVATOR",NA,49.84,"Rent"
"589","179 EAST 78 STREET , New York",-73.9581967,40.7739816,"Rent","R4  -ELEVATOR",NA,47.76,"Rent"
"590","18 ELDRIDGE STREET , New York",-73.9933889,40.714833,"Rent","R4  -ELEVATOR",NA,43.46,"Rent"
"591","18 PINE STREET , New York",-74.0094552,40.7078834,"Rent","R4  -ELEVATOR",NA,52.57,"Rent"
"592","18 WEST 108 STREET , New York",-73.9603894,40.7997782,"Rent","D5  -ELEVATOR",NA,34.22,"Rent"
"593","18 WEST 129 STREET , New York",-73.9416537,40.809219,"Rent","R4  -ELEVATOR",NA,58.01,"Rent"
"594","180 AVENUE OF THE AMERICAS , New York",-74.0034332,40.7259926,"Rent","R4  -ELEVATOR",NA,90.97,"Rent"
"595","180 EAST 101 STREET , New York",-73.9481861,40.7886615,"Rent","C4  -WALK-UP",NA,24.89,"Rent"
"596","180 RIVERSIDE BOULEVARD , New York",-73.9882723,40.7784889,"Rent","D6  -ELEVATOR",NA,68.41,"Rent"
"597","1800 ADAM C. POWELL BOULEVARD , New York",-73.9555679,40.7998636,"Rent","R4  -ELEVATOR",NA,31.08,"Rent"
"598","1801 2 AVENUE , New York",-73.948542,40.782705,"Rent","R4  -ELEVATOR",NA,45.19,"Rent"
"599","181 EAST 65 STREET , New York",-73.96403,40.7655223,"Rent","R4  -ELEVATOR",NA,58.86,"Rent"
"600","181 EAST 90 STREET , New York",-73.9522157,40.7816463,"Rent","R4  -ELEVATOR",NA,45.33,"Rent"
"601","1810 3 AVENUE , New York",-73.9474169,40.7881953,"Rent","R4  -ELEVATOR",NA,37.03,"Rent"
"602","1810 ADAM C POWELL BOULEVARD , New York",-73.955462,40.80003,"Rent","D1  -ELEVATOR",NA,36.155,"Rent"
"603","182 EAST 2 STREET , New York",-73.9842571,40.7225913,"Rent","R2  -WALK-UP",NA,49.44,"Rent"
"604","1820 MADISON AVENUE , New York",-73.9439269,40.8016581,"Rent","R9  -CONDOPS",NA,27.07,"Rent"
"605","1821 AMSTERDAM AVENUE , New York",-73.94435,40.828569,"Rent","D3  -ELEVATOR",NA,15.68,"Rent"
"606","1825 MADISON AVENUE , New York",-73.9434676,40.8014385,"Rent","R9  -CONDOPS",NA,26.16,"Rent"
"607","1829 MADISON AVENUE , New York",-73.943261,40.8017368,"Rent","C7  -WALK-UP",NA,26.75,"Rent"
"608","183 THOMPSON STREET , New York",-74.0001966,40.7281789,"Rent","C1  -WALK-UP",NA,40.1966666666667,"Rent"
"609","1838 2 AVENUE , New York",-73.947394,40.7833517,"Rent","R4  -ELEVATOR",NA,40.84,"Rent"
"610","184 EAST 3 STREET , New York",-73.9838753,40.7228324,"Rent","D9  -ELEVATOR",NA,43.6928571428571,"Rent"
"611","184 FORSYTH STREET , New York",-73.9908769,40.7216828,"Rent","D9  -ELEVATOR",NA,41.24,"Rent"
"612","184 THOMPSON STREET , New York",-73.9996457,40.7281394,"Rent","R4  -ELEVATOR",NA,44.43,"Rent"
"613","1845 ADAM C. POWELL BOULEVARD , New York",-73.9538459,40.8007562,"Rent","R4  -ELEVATOR",NA,28.75,"Rent"
"614","1848 3 AVENUE , New York",-73.9467628,40.7892374,"Rent","C7  -WALK-UP",NA,31.6,"Rent"
"615","1849 2 AVENUE , New York",-73.9481639,40.7842994,"Rent","D6  -ELEVATOR",NA,41.39,"Rent"
"616","185 EAST 3 STREET , New York",-73.9837955,40.723118,"Rent","D1  -ELEVATOR",NA,43.73,"Rent"
"617","185 WEST END AVENUE , New York",-73.9867626,40.7774436,"Rent","R9  -CONDOPS",NA,40.99,"Rent"
"618","1854 ADAM C POWELL BOULEVARD , New York",-73.9546453,40.8010238,"Rent","D1  -ELEVATOR",NA,30.49,"Rent"
"619","1858 ADAM C POWELL BOULEVARD , New York",-73.9545117,40.8011401,"Rent","D1  -ELEVATOR",NA,32.1166666666667,"Rent"
"620","186 5 AVENUE , New York",-73.9899009,40.7414735,"Rent","R4  -ELEVATOR",NA,47.17,"Rent"
"621","186 EAST 2 STREET , New York",-73.9841737,40.7225079,"Rent","R9  -CONDOPS",NA,47.26,"Rent"
"622","186 WEST 80 STREET , New York",-73.9776775,40.7835114,"Rent","R4  -ELEVATOR",NA,54.12,"Rent"
"623","1865 2 AVENUE , New York",-73.9472298,40.7845222,"Rent","RR  -CONRENT",NA,29.68,"Rent"
"624","188 EAST 64 STREET , New York",-73.964821,40.764593,"Rent","R4  -ELEVATOR",NA,56.07,"Rent"
"625","188 EAST 70 STREET , New York",-73.9619468,40.7684633,"Rent","R4  -ELEVATOR",NA,55.64,"Rent"
"626","188 EAST 76 STREET , New York",-73.9592035,40.7724026,"Rent","R4  -ELEVATOR",NA,44.93,"Rent"
"627","188 EAST 78 STREET , New York",-73.9583353,40.7736712,"Rent","R4  -ELEVATOR",NA,49.77,"Rent"
"628","188 NORFOLK STREET , New York",-73.985507,40.721526,"Rent","C4  -WALK-UP",NA,52.42,"Rent"
"629","1885 3 AVENUE , New York",-73.9451897,40.7902887,"Rent","C7  -WALK-UP",NA,25.78,"Rent"
"630","1885 LEXINGTON AVENUE , New York",-73.940654,40.799535,"Rent","R9  -CONDOPS",NA,40.88,"Rent"
"631","189 AVENUE C , New York",-73.9769149,40.7269978,"Rent","R4  -ELEVATOR",NA,61.88,"Rent"
"632","189 BLEECKER STREET , New York",-74.001206,40.7293393,"Rent","R9  -CONDOPS",NA,42.08,"Rent"
"633","189 CLAREMONT AVENUE , New York",-73.9604812,40.8148281,"Rent","D1  -ELEVATOR",NA,27.54,"Rent"
"634","1890 ADAM C POWELL BOULEVARD , New York",-73.953641,40.8025645,"Rent","R4  -ELEVATOR",NA,25.67,"Rent"
"635","19 EAST 109 STREET , New York",-73.948675,40.795915,"Rent","D1  -ELEVATOR",NA,40.8725,"Rent"
"636","19 STUYVESANT STREET , New York",-73.9886502,40.7300742,"Rent","C1  -WALK-UP",NA,42.91,"Rent"
"637","19 WEST 76 STREET , New York",-73.975136,40.779506,"Rent","C5  -WALK-UP",NA,49.76,"Rent"
"638","190 EAST 7 STREET , New York",-73.9807876,40.7247014,"Rent","D1  -ELEVATOR",NA,41.365,"Rent"
"639","190 RIVERSIDE DRIVE , New York",-73.976626,40.792786,"Rent","R4  -ELEVATOR",NA,52.58,"Rent"
"640","1900 BROADWAY , New York",-73.9813859,40.7715824,"Rent","R4  -ELEVATOR",NA,42.46,"Rent"
"641","1900 LEXINGTON AVENUE , New York",-73.9405286,40.8004802,"Rent","D7  -ELEVATOR",NA,27.98,"Rent"
"642","1908 3 AVENUE , New York",-73.9453045,40.7912884,"Rent","RR  -CONRENT",NA,28.56,"Rent"
"643","191 EAST 76 STREET , New York",-73.959131,40.772754,"Rent","D5  -ELEVATOR",NA,49.798,"Rent"
"644","191 MADISON STREET , New York",-73.9906792,40.7128815,"Rent","D1  -ELEVATOR",NA,31.17,"Rent"
"645","191 ST. NICHOLAS AVENUE , New York",-73.9531111,40.8063582,"Rent","RR  -CONRENT",NA,28.86,"Rent"
"646","193 2 AVENUE , New York",-73.986102,40.7312764,"Rent","R9  -CONDOPS",NA,48.94,"Rent"
"647","1940 1 AVENUE , New York",-73.9424622,40.7859438,"Rent","D7  -ELEVATOR",NA,36.36,"Rent"
"648","195 EAST 4 STREET , New York",NA,NA,"Rent","C4  -WALK-UP",NA,49.255,"Rent"
"649","195 PRINCE STREET , New York",-74.002538,40.7267732,"Rent","R2  -WALK-UP",NA,51.76,"Rent"
"650","195 WEST 10 STREET , New York",-74.0036398,40.7343429,"Rent","C1  -WALK-UP",NA,46.79,"Rent"
"651","1951 PARK AVENUE , New York",-73.9356694,40.8093057,"Rent","RR  -CONRENT",NA,33.93,"Rent"
"652","196 STANTON STREET , New York",-73.9830948,40.7199799,"Rent","R4  -ELEVATOR",NA,52.18,"Rent"
"653","1965 BROADWAY , New York",-73.982594,40.774544,"Rent","R4  -ELEVATOR",NA,59.08,"Rent"
"654","199 BOWERY , New York",-73.9933534,40.7210677,"Rent","R4  -ELEVATOR",NA,46,"Rent"
"655","199 PRINCE STREET , New York",-74.0027216,40.7268765,"Rent","R2  -WALK-UP",NA,43.5,"Rent"
"656","1991 BROADWAY , New York",-73.9825668,40.7751972,"Rent","R4  -ELEVATOR",NA,54.71,"Rent"
"657","1992 BROADWAY , New York",-73.9816591,40.7747833,"Rent","R4  -ELEVATOR",NA,53.14,"Rent"
"658","2 AMSTERDAM AVENUE , New York",-73.987849,40.770777,"Rent","RR  -CONRENT",NA,48.1833333333333,"Rent"
"659","2 BRADHURST AVENUE , New York",-73.943752,40.821503,"Rent","D3  -ELEVATOR",NA,25.81,"Rent"
"660","2 GOLD STREET , New York",-74.0068304,40.7074723,"Rent","D8  -ELEVATOR",NA,51.17,"Rent"
"661","2 HORATIO STREET , New York",-74.002639,40.738694,"Rent","R9  -CONDOPS",NA,45.53,"Rent"
"662","2 PRINCE STREET , New York",-73.9936378,40.7223822,"Rent","R4  -ELEVATOR",NA,35.5,"Rent"
"663","2 RIVERSIDE DRIVE , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,42.08,"Rent"
"664","2 SOUTH END AVENUE , New York",-74.0173492,40.707977,"Rent","R4  -ELEVATOR",NA,52.57,"Rent"
"665","2 WEST 16 STREET , New York",-73.9932183,40.7373823,"Rent","C5  -WALK-UP",NA,43.04,"Rent"
"666","20 5 AVENUE , New York",-73.996455,40.7328802,"Rent","D6  -ELEVATOR",NA,49.75,"Rent"
"667","20 BEEKMAN PLACE , New York",-73.9648893,40.7535859,"Rent","D3  -ELEVATOR",NA,42.008,"Rent"
"668","20 CLINTON STREET , New York",-73.9840589,40.720696,"Rent","R4  -ELEVATOR",NA,40.41,"Rent"
"669","20 EAST 22 STREET , New York",-73.9884895,40.7399928,"Rent","D3  -ELEVATOR",NA,49.7444444444444,"Rent"
"670","20 EAST 35 STREET , New York",-73.9824749,40.7480947,"Rent","R9  -CONDOPS",NA,45.9,"Rent"
"671","20 EAST 68 STREET , New York",-73.9677084,40.7691961,"Rent","R9  -CONDOPS",NA,41.7,"Rent"
"672","20 GREENE STREET , New York",-74.0025004,40.720942,"Rent","R4  -ELEVATOR",NA,40.34,"Rent"
"673","20 MORNINGSIDE AVENUE , New York",-73.9577261,40.8057231,"Rent","D1  -ELEVATOR",NA,27.92,"Rent"
"674","20 PARK AVENUE , New York",-73.9809598,40.7482269,"Rent","D7  -ELEVATOR",NA,45.9,"Rent"
"675","20 RENWICK STREET , New York",-74.0083224,40.7248899,"Rent","R2  -WALK-UP",NA,38.6,"Rent"
"676","20 RIVER TERRACE , New York",NA,NA,"Rent","D8  -ELEVATOR",NA,56.7475,"Rent"
"677","20 WEST 84 STREET , New York",-73.9715013,40.784234,"Rent","R4  -ELEVATOR",NA,42.35,"Rent"
"678","200 BOWERY , New York",-73.9939529,40.7213854,"Rent","R4  -ELEVATOR",NA,48.2,"Rent"
"679","200 CHAMBERS STREET , New York",-74.0123288,40.7167519,"Rent","R4  -ELEVATOR",NA,56.44,"Rent"
"680","200 EAST 28 STREET , New York",-73.9805695,40.7416675,"Rent","R4  -ELEVATOR",NA,48.41,"Rent"
"681","200 EAST 32 STREET , New York",-73.9790773,40.743984,"Rent","R4  -ELEVATOR",NA,54.35,"Rent"
"682","200 EAST 58 STREET , New York",-73.9668485,40.7606982,"Rent","R4  -ELEVATOR",NA,42.72,"Rent"
"683","200 EAST 61 STREET , New York",-73.9654889,40.7625289,"Rent","R4  -ELEVATOR",NA,52.71,"Rent"
"684","200 EAST 62 STREET , New York",-73.9649721,40.7630942,"Rent","R4  -ELEVATOR",NA,58.67,"Rent"
"685","200 EAST 65 STREET , New York",-73.963803,40.765047,"Rent","R4  -ELEVATOR",NA,53.66,"Rent"
"686","200 EAST 66 STREET , New York",-73.9631442,40.7654964,"Rent","R4  -ELEVATOR",NA,41.92,"Rent"
"687","200 EAST 69 STREET , New York",-73.9617588,40.7674537,"Rent","R4  -ELEVATOR",NA,60.7,"Rent"
"688","200 EAST 89 STREET , New York",-73.9524453,40.7804832,"Rent","R4  -ELEVATOR",NA,50.12,"Rent"
"689","200 EAST 94 STREET , New York",-73.9499061,40.7835297,"Rent","R4  -ELEVATOR",NA,38.81,"Rent"
"690","200 RECTOR PLACE , New York",-74.0161953,40.7086444,"Rent","R4  -ELEVATOR",NA,51.39,"Rent"
"691","200 RIVERSIDE BOULEVARD , New York",-73.9879835,40.7789994,"Rent","R4  -ELEVATOR",NA,53.57,"Rent"
"692","200 RIVERSIDE DRIVE , New York",-73.976163,40.793328,"Rent","D3  -ELEVATOR",NA,43.07,"Rent"
"693","200 WEST 109 STREET , New York",-73.9647387,40.8024501,"Rent","R4  -ELEVATOR",NA,36.36,"Rent"
"694","200 WEST 113 STREET , New York",-73.9543786,40.8013072,"Rent","D1  -ELEVATOR",NA,30.87,"Rent"
"695","200 WEST 78 STREET , New York",-73.9791424,40.7824071,"Rent","R2  -WALK-UP",NA,55.87,"Rent"
"696","200 WEST END AVENUE , New York",-73.9854593,40.7779612,"Rent","R4  -ELEVATOR",NA,52.91,"Rent"
"697","2000 BROADWAY , New York",-73.981396,40.7753589,"Rent","R4  -ELEVATOR",NA,46.15,"Rent"
"698","2006 ADAM C POWELL BOULEVARD , New York",-73.95087,40.8061222,"Rent","D1  -ELEVATOR",NA,30.642,"Rent"
"699","201 EAST 36 STREET , New York",-73.9768046,40.7470773,"Rent","R4  -ELEVATOR",NA,53.36,"Rent"
"700","201 EAST 80 STREET , New York",-73.95605,40.7749205,"Rent","R4  -ELEVATOR",NA,53.48,"Rent"
"701","201 WARREN STREET , New York",-74.0136226,40.7168673,"Rent","D8  -ELEVATOR",NA,45.1890909090909,"Rent"
"702","201 WEST 112 STREET , New York",-73.9547413,40.8009414,"Rent","R4  -ELEVATOR",NA,28.01,"Rent"
"703","201 WEST 17 STREET , New York",-73.9985341,40.7406364,"Rent","R4  -ELEVATOR",NA,50.97,"Rent"
"704","2010 LEXINGTON AVENUE , New York",-73.9386227,40.8030042,"Rent","D7  -ELEVATOR",NA,29.58,"Rent"
"705","2019 1 AVENUE , New York",-73.9411945,40.7886015,"Rent","R4  -ELEVATOR",NA,40.06,"Rent"
"706","202 RIVERSIDE DRIVE , New York",-73.9761388,40.7936868,"Rent","D3  -ELEVATOR",NA,43.48,"Rent"
"707","202 WEST 140 STREET , New York",-73.942142,40.818541,"Rent","R2  -WALK-UP",NA,21.66,"Rent"
"708","202 WEST 81 STREET , New York",-73.9780672,40.7844339,"Rent","D1  -ELEVATOR",NA,35.9933333333333,"Rent"
"709","202 WEST 82 STREET , New York",-73.9775162,40.7851271,"Rent","D9  -ELEVATOR",NA,41.495,"Rent"
"710","2025 3 AVENUE , New York",-73.942067,40.7947803,"Rent","R9  -CONDOPS",NA,37.63,"Rent"
"711","2025 BROADWAY , New York",-73.9824749,40.7770746,"Rent","R9  -CONDOPS",NA,47.53,"Rent"
"712","203 EAST 74 STREET , New York",-73.9591036,40.7710146,"Rent","D6  -ELEVATOR",NA,55.66,"Rent"
"713","203 EAST 86 STREET , New York",-73.953439,40.778883,"Rent","D7  -ELEVATOR",NA,60.34,"Rent"
"714","203 EAST 92 STREET , New York",-73.950511,40.782774,"Rent","RR  -CONRENT",NA,44.98,"Rent"
"715","203 RIVINGTON STREET , New York",-73.9830488,40.7183129,"Rent","D5  -ELEVATOR",NA,27.68,"Rent"
"716","203 WEST 10 STREET , New York",-74.003981,40.734301,"Rent","D1  -ELEVATOR",NA,55.08,"Rent"
"717","203 WEST 106 STREET , New York",-73.966161,40.800937,"Rent","D3  -ELEVATOR",NA,36.36,"Rent"
"718","203 WEST 112 STREET , New York",-73.9548561,40.8011313,"Rent","R4  -ELEVATOR",NA,29.41,"Rent"
"719","203 WEST 81 STREET , New York",-73.9778528,40.7847793,"Rent","R4  -ELEVATOR",NA,33.7,"Rent"
"720","203 WEST 90 STREET , New York",-73.9733796,40.7905988,"Rent","R4  -ELEVATOR",NA,37.95,"Rent"
"721","203 WEST 94 STREET , New York",-73.9717309,40.7931763,"Rent","D1  -ELEVATOR",NA,39.935,"Rent"
"722","204 WEST 10 STREET , New York",-74.0039708,40.7338736,"Rent","R9  -CONDOPS",NA,46.79,"Rent"
"723","204 WEST 108 STREET , New York",-73.9654403,40.801846,"Rent","D1  -ELEVATOR",NA,40.52,"Rent"
"724","204 WEST 81 STREET , New York",-73.9780672,40.7846268,"Rent","D3  -ELEVATOR",NA,37.2633333333333,"Rent"
"725","204 WEST 94 STREET , New York",-73.9720064,40.7929069,"Rent","D1  -ELEVATOR",NA,39.505,"Rent"
"726","2040 FREDERICK DOUGLASS B , New York",-73.957498,40.800926,"Rent","R4  -ELEVATOR",NA,23.63,"Rent"
"727","205 2 AVENUE , New York",-73.9858725,40.7316299,"Rent","D1  -ELEVATOR",NA,52.5766666666667,"Rent"
"728","205 BLEECKER STREET , New York",-74.0017696,40.7296117,"Rent","R9  -CONDOPS",NA,40.02,"Rent"
"729","205 EAST 22 STREET , New York",-73.982957,40.7380688,"Rent","R4  -ELEVATOR",NA,32.96,"Rent"
"730","205 EAST 59 STREET , New York",-73.9661253,40.7615192,"Rent","R4  -ELEVATOR",NA,49.11,"Rent"
"731","205 EAST 78 STREET , New York",-73.9574003,40.7735677,"Rent","R9  -CONDOPS",NA,42.68,"Rent"
"732","205 EAST 85 STREET , New York",-73.9537655,40.7780577,"Rent","R4  -ELEVATOR",NA,57.08,"Rent"
"733","205 WEST 76 STREET , New York",-73.9802945,40.7816156,"Rent","R4  -ELEVATOR",NA,59.82,"Rent"
"734","205 WEST END AVENUE , New York",-73.9864464,40.778545,"Rent","R9  -CONDOPS",NA,39.94,"Rent"
"735","2056 5 AVENUE , New York",-73.941739,40.807698,"Rent","R4  -ELEVATOR",NA,24.99,"Rent"
"736","206 EAST 124 STREET , New York",-73.9358214,40.8026052,"Rent","R2  -WALK-UP",NA,31.88,"Rent"
"737","206 EAST 17 STREET , New York",-73.9853215,40.734872,"Rent","D3  -ELEVATOR",NA,56.43,"Rent"
"738","206 EAST 70 STREET , New York",-73.9610781,40.768016,"Rent","C5  -WALK-UP",NA,54.77,"Rent"
"739","206 EAST 95 STREET , New York",-73.9493801,40.7841068,"Rent","R4  -ELEVATOR",NA,45.27,"Rent"
"740","206 WEST 106 STREET , New York",-73.9666801,40.8005569,"Rent","D9  -ELEVATOR",NA,30.79,"Rent"
"741","206 WEST 133 STREET , New York",-73.945603,40.8142146,"Rent","C4  -WALK-UP",NA,25,"Rent"
"742","206 WEST 17 STREET , New York",-73.9988287,40.7403506,"Rent","R4  -ELEVATOR",NA,52.3,"Rent"
"743","206 WEST 99 STREET , New York",-73.9695729,40.796032,"Rent","D1  -ELEVATOR",NA,36.22,"Rent"
"744","2060 5 AVENUE , New York",-73.941528,40.807956,"Rent","D1  -ELEVATOR",NA,32.142,"Rent"
"745","207 EAST 120 STREET , New York",-73.9375206,40.8004182,"Rent","R2  -WALK-UP",NA,28.18,"Rent"
"746","207 EAST 30 STREET , New York",-73.9791691,40.7431478,"Rent","D3  -ELEVATOR",NA,51.5566666666667,"Rent"
"747","207 EAST 37 STREET , New York",-73.9759781,40.7475003,"Rent","D3  -ELEVATOR",NA,48.787,"Rent"
"748","207 EAST 5 STREET , New York",-73.9906473,40.7276355,"Rent","C1  -WALK-UP",NA,51.67,"Rent"
"749","207 EAST 57 STREET , New York",-73.9670198,40.7602341,"Rent","R4  -ELEVATOR",NA,50.83,"Rent"
"750","2071 MADISON AVENUE , New York",-73.9377669,40.809229,"Rent","D5  -ELEVATOR",NA,30.325,"Rent"
"751","2072 FRED DOUGLASS BOULEVARD , New York",-73.9568995,40.8019425,"Rent","R2  -WALK-UP",NA,32.2,"Rent"
"752","208 EAST 124 STREET , New York",-73.9356836,40.8026242,"Rent","C4  -WALK-UP",NA,30.57,"Rent"
"753","208 EAST 13 STREET , New York",-73.9872499,40.7321728,"Rent","D5  -ELEVATOR",NA,51.025,"Rent"
"754","208 WEST 151 STREET , New York",-73.9372221,40.8255291,"Rent","D1  -ELEVATOR",NA,29.8875,"Rent"
"755","208 WEST 16 STREET , New York",-73.9993914,40.7398245,"Rent","D3  -ELEVATOR",NA,50.532,"Rent"
"756","208 WEST 20 STREET , New York",-73.9977175,40.7423442,"Rent","D9  -ELEVATOR",NA,48.3822222222222,"Rent"
"757","208 WEST 82 STREET , New York",-73.9776655,40.7851965,"Rent","D2  -ELEVATOR",NA,45.24,"Rent"
"758","208 WEST 88 STREET , New York",-73.974945,40.7891204,"Rent","C4  -WALK-UP",NA,39.15,"Rent"
"759","2081 BROADWAY , New York",-73.9821934,40.7792241,"Rent","R4  -ELEVATOR",NA,49.04,"Rent"
"760","2082 FREDERICK DOUGLASS BLVD. , New York",-73.956624,40.8022118,"Rent","R2  -WALK-UP",NA,37.13,"Rent"
"761","209 EAST 10 STREET , New York",-73.9860561,40.7296096,"Rent","C1  -WALK-UP",NA,51.49,"Rent"
"762","209 EAST 51 STREET , New York",-73.969514,40.756375,"Rent","R4  -ELEVATOR",NA,41.67,"Rent"
"763","209 SULLIVAN STREET , New York",-73.9998523,40.7291147,"Rent","R4  -ELEVATOR",NA,49.75,"Rent"
"764","209 WEST 104 STREET , New York",-73.9671393,40.7995424,"Rent","R4  -ELEVATOR",NA,32,"Rent"
"765","2098 FREDERICK DOUGLASS BLVD. , New York",-73.9563298,40.8027273,"Rent","R4  -ELEVATOR",NA,40.46,"Rent"
"766","21 BENNETT AVENUE , New York",-73.936051,40.8511982,"Rent","D1  -ELEVATOR",NA,24.7,"Rent"
"767","21 EAST 21 STREET , New York",-73.9889027,40.739704,"Rent","D3  -ELEVATOR",NA,48.8075,"Rent"
"768","21 EAST 66 STREET , New York",-73.968379,40.7682049,"Rent","R4  -ELEVATOR",NA,47.87,"Rent"
"769","21 EAST 74 STREET , New York",-73.9648274,40.7734432,"Rent","R4  -ELEVATOR",NA,51.32,"Rent"
"770","21 EAST 96 STREET , New York",-73.9541818,40.7874895,"Rent","R4  -ELEVATOR",NA,41.34,"Rent"
"771","21 GRAMERCY PARK SOUTH , New York",-73.9860102,40.7373247,"Rent","D3  -ELEVATOR",NA,47.875,"Rent"
