"","Address","longitude","latitude","Type1","Type2","Type3","Value","Icon"
"1888","500 WEST 53 STREET , New York",-73.9909877,40.7666132,"Rent","RR  -CONRENT",NA,46.18,"Rent"
"1889","500 WEST END AVENUE , New York",-73.9782509,40.7876229,"Rent","R4  -ELEVATOR",NA,46.26,"Rent"
"1890","500A EAST 87 STREET , New York",-73.9464907,40.7763416,"Rent","R4  -ELEVATOR",NA,38.48,"Rent"
"1891","502 9 AVENUE , New York",-73.9941021,40.7559297,"Rent","R4  -ELEVATOR",NA,51.05,"Rent"
"1892","502 PARK AVENUE , New York",-73.9701458,40.7633071,"Rent","R4  -ELEVATOR",NA,61.28,"Rent"
"1893","503 EAST 13 STREET , New York",-73.9804353,40.729707,"Rent","R2  -WALK-UP",NA,44.65,"Rent"
"1894","504 CATHEDRAL PARKWAY , New York",-73.9643937,40.8030044,"Rent","R4  -ELEVATOR",NA,32.31,"Rent"
"1895","504 WEST 136 STREET , New York",-73.9524912,40.8197051,"Rent","R4  -ELEVATOR",NA,26.04,"Rent"
"1896","505 EAST 87 STREET , New York",-73.9458786,40.7765401,"Rent","D3  -ELEVATOR",NA,37.24,"Rent"
"1897","505 GREENWICH STREET , New York",-74.0089421,40.7255377,"Rent","R4  -ELEVATOR",NA,51.9,"Rent"
"1898","505 WEST 47 STREET , New York",-73.9937922,40.763305,"Rent","R4  -ELEVATOR",NA,49.04,"Rent"
"1899","506 EAST 88 STREET , New York",-73.9456719,40.7767614,"Rent","D9  -ELEVATOR",NA,38.48,"Rent"
"1900","507 EAST 80 STREET , New York",-73.9491849,40.7719185,"Rent","R4  -ELEVATOR",NA,55.36,"Rent"
"1901","508 WEST 166 STREET , New York",-73.9386916,40.8387638,"Rent","D1  -ELEVATOR",NA,48.52,"Rent"
"1902","508 WEST 178 STREET , New York",-73.933221,40.846258,"Rent","D1  -ELEVATOR",NA,23.58,"Rent"
"1903","508 WEST 55 STREET , New York",-73.990463,40.767969,"Rent","D1  -ELEVATOR",NA,51.2975,"Rent"
"1904","509 CATHEDRAL PARKWAY , New York",-73.9643383,40.8035401,"Rent","D3  -ELEVATOR",NA,33.54,"Rent"
"1905","509 EAST 12 STREET , New York",-73.9806843,40.728963,"Rent","C1  -WALK-UP",NA,45.8,"Rent"
"1906","51 BENNETT AVENUE , New York",-73.9356315,40.8520691,"Rent","D1  -ELEVATOR",NA,24.89,"Rent"
"1907","51 CANAL STREET , New York",-73.9916366,40.7150352,"Rent","R4  -ELEVATOR",NA,38.31,"Rent"
"1908","51 EAST 128 STREET , New York",-73.9385768,40.8075857,"Rent","R4  -ELEVATOR",NA,36.95,"Rent"
"1909","51 EAST 131 STREET , New York",-73.9369695,40.8093615,"Rent","R4  -ELEVATOR",NA,43.29,"Rent"
"1910","51 LUDLOW STREET , New York",-73.99042,40.71657,"Rent","D3  -ELEVATOR",NA,42.08,"Rent"
"1911","51 MERCER STREET , New York",-74.0012526,40.7218412,"Rent","R2  -WALK-UP",NA,54.09,"Rent"
"1912","51 MONROE STREET , New York",-73.9936315,40.7118005,"Rent","C4  -WALK-UP",NA,50.2088888888889,"Rent"
"1913","51 WEST 84 STREET , New York",-73.972396,40.785117,"Rent","C5  -WALK-UP",NA,40.78,"Rent"
"1914","510 EAST 80 STREET , New York",-73.9494145,40.7716811,"Rent","R4  -ELEVATOR",NA,45.58,"Rent"
"1915","510 MAIN STREET , New York",-73.9503592,40.7610849,"Rent","D6  -ELEVATOR",NA,34.16,"Rent"
"1916","510 WEST 45 STREET , New York",-73.9948941,40.7616862,"Rent","RR  -CONRENT",NA,49.76,"Rent"
"1917","510 WEST 46 STREET , New York",-73.9942485,40.7621996,"Rent","RR  -CONRENT",NA,42.81,"Rent"
"1918","510 WEST 52 STREET , New York",-73.9918274,40.7660382,"Rent","RR  -CONRENT",NA,51.735,"Rent"
"1919","511 EAST 11 STREET , New York",-73.9809368,40.7282845,"Rent","R2  -WALK-UP",NA,47.28,"Rent"
"1920","512 EAST 12 STREET , New York",-73.98068,40.728556,"Rent","C4  -WALK-UP",NA,45.46,"Rent"
"1921","513 HUDSON STREET , New York",-74.0064689,40.7334519,"Rent","R4  -ELEVATOR",NA,59.27,"Rent"
"1922","514 CATHEDRAL PARKWAY , New York",-73.9651931,40.8034357,"Rent","R4  -ELEVATOR",NA,33.25,"Rent"
"1923","514 EAST 5 STREET , New York",NA,NA,"Rent","C4  -WALK-UP",NA,44.73,"Rent"
"1924","515 CATHEDRAL PARKWAY , New York",-73.9648066,40.8035894,"Rent","D3  -ELEVATOR",NA,36.505,"Rent"
"1925","515 EAST 6 STREET , New York",-73.9829341,40.7252281,"Rent","D9  -ELEVATOR",NA,44.27,"Rent"
"1926","515 EAST 72 STREET , New York",-73.9528235,40.7666261,"Rent","R4  -ELEVATOR",NA,53.87,"Rent"
"1927","515 EAST 82 STREET , New York",NA,NA,"Rent","D9  -ELEVATOR",NA,52.29,"Rent"
"1928","515 PARK AVENUE , New York",-73.9691596,40.7632227,"Rent","R4  -ELEVATOR",NA,55.92,"Rent"
"1929","515 WEST 111 STREET , New York",-73.9642006,40.8041761,"Rent","D1  -ELEVATOR",NA,33.885,"Rent"
"1930","516 EAST 86 STREET , New York",-73.9465674,40.7753651,"Rent","D3  -ELEVATOR",NA,38.69,"Rent"
"1931","516 WEST 112 STREET , New York",-73.964186,40.8045651,"Rent","R4  -ELEVATOR",NA,35.06,"Rent"
"1932","516 WEST 47 STREET , New York",-73.993884,40.7629321,"Rent","R4  -ELEVATOR",NA,45.64,"Rent"
"1933","518 EAST 12 STREET , New York",-73.9803926,40.7285208,"Rent","D9  -ELEVATOR",NA,39.5,"Rent"
"1934","518 FT WASHINGTON AVENUE , New York",-73.9373828,40.8525051,"Rent","D1  -ELEVATOR",NA,19.74,"Rent"
"1935","518 WEST 111 STREET , New York",-73.9646138,40.8039649,"Rent","D1  -ELEVATOR",NA,34.8325,"Rent"
"1936","518 WEST 139 STREET , New York",-73.9516189,40.821712,"Rent","D1  -ELEVATOR",NA,25.1,"Rent"
"1937","519 EAST 76 STREET , New York",-73.9506124,40.7689057,"Rent","D3  -ELEVATOR",NA,42.61,"Rent"
"1938","519 WEST 135 STREET , New York",-73.9535015,40.8196946,"Rent","R4  -ELEVATOR",NA,29.62,"Rent"
"1939","519 WEST 23 STREET , New York",-74.0047531,40.7482539,"Rent","R4  -ELEVATOR",NA,42.11,"Rent"
"1940","52 EAST 72 STREET , New York",-73.9643154,40.7710804,"Rent","R4  -ELEVATOR",NA,49.62,"Rent"
"1941","52 EAST END AVENUE , New York",-73.9470597,40.7723234,"Rent","R4  -ELEVATOR",NA,49.04,"Rent"
"1942","52 MAC DOUGAL STREET , New York",-74.0024251,40.7273666,"Rent","C4  -WALK-UP",NA,56.81,"Rent"
"1943","52 PARK AVENUE , New York",-73.9801333,40.7493447,"Rent","R4  -ELEVATOR",NA,47.87,"Rent"
"1944","520 CATHEDRAL PARKWAY , New York",-73.9655424,40.8035259,"Rent","R4  -ELEVATOR",NA,36.25,"Rent"
"1945","520 EAST 81 STREET , New York",-73.9483813,40.7720164,"Rent","R4  -ELEVATOR",NA,48.54,"Rent"
"1946","520 WEST 48 STREET , New York",-73.9941595,40.7638202,"Rent","D3  -ELEVATOR",NA,52.56,"Rent"
"1947","521 PARK AVENUE , New York",-73.96893,40.7636145,"Rent","R4  -ELEVATOR",NA,59.93,"Rent"
"1948","524 EAST 72 STREET , New York",-73.9523318,40.7659999,"Rent","R4  -ELEVATOR",NA,52.43,"Rent"
"1949","525 EAST 11 STREET , New York",-73.9804777,40.7282193,"Rent","R4  -ELEVATOR",NA,41.39,"Rent"
"1950","525 EAST 80 STREET , New York",-73.9482815,40.7715608,"Rent","R4  -ELEVATOR",NA,43.42,"Rent"
"1951","525 EAST 81 STREET , New York",-73.947991,40.7722887,"Rent","D3  -ELEVATOR",NA,45.58,"Rent"
"1952","525 PARK AVENUE , New York",-73.9687005,40.7638134,"Rent","R4  -ELEVATOR",NA,44.73,"Rent"
"1953","525 WEST 133 STREET , New York",-73.9540295,40.8181315,"Rent","R4  -ELEVATOR",NA,30.3,"Rent"
"1954","525 WEST 47 STREET , New York",-73.994433,40.763593,"Rent","D1  -ELEVATOR",NA,44.222,"Rent"
"1955","525 WEST 49 STREET , New York",-73.9935504,40.7646883,"Rent","D5  -ELEVATOR",NA,57.785,"Rent"
"1956","525 WEST 52 STREET , New York",-73.9920935,40.7666527,"Rent","RR  -CONRENT",NA,57.18,"Rent"
"1957","527 CATHEDRAL PARKWAY , New York",-73.9651821,40.8037185,"Rent","R4  -ELEVATOR",NA,34.55,"Rent"
"1958","529 WEST 111 STREET , New York",-73.9648127,40.8043737,"Rent","D1  -ELEVATOR",NA,35.2466666666667,"Rent"
"1959","529 WEST 147 STREET , New York",-73.947991,40.827313,"Rent","R4  -ELEVATOR",NA,27.06,"Rent"
"1960","529 WEST 29 STREET , New York",-74.0029282,40.7522893,"Rent","RR  -CONRENT",NA,63.93,"Rent"
"1961","529 WEST 42 STREET , New York",-73.9967901,40.7605199,"Rent","R9  -CONDOPS",NA,53.27,"Rent"
"1962","53 EAST 97 STREET , New York",-73.9529963,40.7878514,"Rent","D1  -ELEVATOR",NA,41.7516666666667,"Rent"
"1963","53 MARKET STREET , New York",-73.9944579,40.7117633,"Rent","C1  -WALK-UP",NA,46.8884615384615,"Rent"
"1964","53 PARK PLACE , New York",-73.976542,40.679243,"Rent","D5  -ELEVATOR",NA,45.62,"Rent"
"1965","53 PERRY STREET , New York",-74.003614,40.735714,"Rent","D1  -ELEVATOR",NA,42.27,"Rent"
"1966","53 PITT STREET , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,46.0363636363636,"Rent"
"1967","53 WEST 11 STREET , New York",-73.9970382,40.7351433,"Rent","R9  -CONDOPS",NA,43.42,"Rent"
"1968","53 WEST 75 STREET , New York",-73.9766439,40.7792556,"Rent","C5  -WALK-UP",NA,47.19,"Rent"
"1969","53 WEST 76 STREET , New York",-73.976346,40.779931,"Rent","R2  -WALK-UP",NA,48.75,"Rent"
"1970","530 EAST 76 STREET , New York",-73.9499885,40.7685029,"Rent","R4  -ELEVATOR",NA,55.95,"Rent"
"1971","530 PARK AVENUE , New York",-73.9694581,40.764249,"Rent","R4  -ELEVATOR",NA,51.16,"Rent"
"1972","530 WEST 47 STREET , New York",-73.994631,40.763176,"Rent","D3  -ELEVATOR",NA,54.7116666666667,"Rent"
"1973","530 WEST END AVENUE , New York",-73.9777458,40.7885926,"Rent","R4  -ELEVATOR",NA,40.81,"Rent"
"1974","531 EAST 12 STREET , New York",-73.9797526,40.7286491,"Rent","D9  -ELEVATOR",NA,55.51,"Rent"
"1975","532 WEST 22 STREET , New York",-74.0063292,40.7475391,"Rent","R4  -ELEVATOR",NA,41.51,"Rent"
"1976","533 11 AVENUE , New York",-73.9992321,40.7607901,"Rent","RR  -CONRENT",NA,56.17,"Rent"
"1977","535 WEST END AVENUE , New York",-73.9782968,40.7888251,"Rent","R4  -ELEVATOR",NA,78.46,"Rent"
"1978","537 WEST 27 STREET , New York",-74.0040123,40.7511032,"Rent","D8  -ELEVATOR",NA,74.15,"Rent"
"1979","539 EAST 6 STREET , New York",-73.9819699,40.7248209,"Rent","D1  -ELEVATOR",NA,55.25,"Rent"
"1980","54 BLEECKER STREET , New York",-73.9949937,40.7257305,"Rent","R4  -ELEVATOR",NA,30.34,"Rent"
"1981","54 EAST 3 STREET , New York",-73.9893159,40.7251684,"Rent","D1  -ELEVATOR",NA,48.69,"Rent"
"1982","54 WEST 74 STREET , New York",-73.9775875,40.7784407,"Rent","R4  -ELEVATOR",NA,41.91,"Rent"
"1983","540 MANHATTAN AVENUE , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,30.9666666666667,"Rent"
"1984","540 WEST 112 STREET , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,34.025,"Rent"
"1985","540 WEST 163 STREET , New York",-73.9412404,40.837258,"Rent","R4  -ELEVATOR",NA,29.32,"Rent"
"1986","540 WEST 28 STREET , New York",-74.0037775,40.7514641,"Rent","R4  -ELEVATOR",NA,53.07,"Rent"
"1987","540 WEST 49 STREET , New York",-73.994225,40.764641,"Rent","R4  -ELEVATOR",NA,61.06,"Rent"
"1988","540 WEST 50 STREET , New York",-73.9937693,40.7652891,"Rent","D1  -ELEVATOR",NA,50.1766666666667,"Rent"
"1989","5420 WEST BROADWAY , New York",-73.9063532,40.7526412,"Rent","R4  -ELEVATOR",NA,36.46,"Rent"
"1990","543 BROADWAY , New York",-73.9987166,40.7235962,"Rent","R9  -CONDOPS",NA,45.81,"Rent"
"1991","543 WEST 162 STREET , New York",-73.941736,40.837067,"Rent","D1  -ELEVATOR",NA,29.21,"Rent"
"1992","544 EAST 86 STREET , New York",-73.9455112,40.7750219,"Rent","D3  -ELEVATOR",NA,48.9726086956522,"Rent"
"1993","545 CATHEDRAL PARKWAY , New York",-73.9660912,40.8040708,"Rent","R4  -ELEVATOR",NA,42.55,"Rent"
"1994","545 WEST 111 STREET , New York",-73.965556,40.8047309,"Rent","R9  -CONDOPS",NA,32.71,"Rent"
"1995","545 WEST 148 STREET , New York",-73.9478073,40.8280191,"Rent","D1  -ELEVATOR",NA,28.895,"Rent"
"1996","547 RIVERSIDE DRIVE , New York",-73.9609174,40.8151021,"Rent","D1  -ELEVATOR",NA,26.24,"Rent"
"1997","548 RIVERSIDE DRIVE , New York",-73.9607567,40.8152913,"Rent","D1  -ELEVATOR",NA,27.88,"Rent"
"1998","548 WEST 164 STREET , New York",-73.9406204,40.8377284,"Rent","D1  -ELEVATOR",NA,29.32,"Rent"
"1999","55 3 AVENUE , New York",-73.988401,40.7309849,"Rent","RR  -CONRENT",NA,59.25,"Rent"
"2000","55 EAST 115 STREET , New York",-73.9447535,40.7992309,"Rent","RR  -CONRENT",NA,29.44,"Rent"
"2001","55 EAST 86 STREET , New York",-73.9581853,40.7808754,"Rent","R4  -ELEVATOR",NA,55.32,"Rent"
"2002","55 EAST 93 STREET , New York",-73.954925,40.7852717,"Rent","R4  -ELEVATOR",NA,42.99,"Rent"
"2003","55 HESTER STREET , New York",-73.9901193,40.7157632,"Rent","R4  -ELEVATOR",NA,50.9,"Rent"
"2004","55 NAGLE AVENUE , New York",-73.9292311,40.8596831,"Rent","D1  -ELEVATOR",NA,25.33,"Rent"
"2005","55 WEST 105 STREET , New York",-73.9623524,40.798351,"Rent","C5  -WALK-UP",NA,34.47,"Rent"
"2006","55 WEST 129 STREET , New York",-73.9428018,40.8102691,"Rent","D1  -ELEVATOR",NA,32.2633333333333,"Rent"
"2007","55 WEST 131 STREET , New York",-73.941333,40.811256,"Rent","R4  -ELEVATOR",NA,19.26,"Rent"
"2008","55 WEST 84 STREET , New York",-73.972482,40.785151,"Rent","R2  -WALK-UP",NA,44.47,"Rent"
"2009","55 WEST 92 STREET , New York",-73.9682642,40.7900803,"Rent","D1  -ELEVATOR",NA,39.6942857142857,"Rent"
"2010","55 WHITE STREET , New York",-74.0039841,40.7181927,"Rent","R4  -ELEVATOR",NA,39.99,"Rent"
"2011","550 WEST 45 STREET , New York",-73.9963692,40.7623487,"Rent","RR  -CONRENT",NA,61.17,"Rent"
"2012","550 WEST 54 STREET , New York",-73.9915642,40.7677253,"Rent","RR  -CONRENT",NA,47.44,"Rent"
"2013","551 MAIN STREET , New York",-73.9499047,40.7620937,"Rent","R9  -CONDOPS",NA,31.25,"Rent"
"2014","552 BROOME STREET , New York",-74.0053384,40.7245443,"Rent","C4  -WALK-UP",NA,45.195,"Rent"
"2015","552 WEST 54 STREET , New York",-73.9916227,40.7678922,"Rent","RR  -CONRENT",NA,56.3,"Rent"
"2016","554 3 AVENUE , New York",-73.9772424,40.7475449,"Rent","R4  -ELEVATOR",NA,53,"Rent"
"2017","555 EAST 78 STREET , New York",-73.948426,40.769896,"Rent","D3  -ELEVATOR",NA,42.85,"Rent"
"2018","555 FT WASHINGTON AVENUE , New York",-73.9376124,40.8538861,"Rent","C1  -WALK-UP",NA,21.21,"Rent"
"2019","555 LENOX AVENUE , New York",-73.939407,40.8159659,"Rent","R4  -ELEVATOR",NA,29.22,"Rent"
"2020","555 WEST 23 STREET , New York",-74.0060289,40.7487477,"Rent","R4  -ELEVATOR",NA,55.65,"Rent"
"2021","555 WEST 42 STREET , New York",-73.9977217,40.7609017,"Rent","D8  -ELEVATOR",NA,47.305,"Rent"
"2022","555 WEST 59 STREET , New York",-73.9894047,40.7714442,"Rent","R4  -ELEVATOR",NA,61.41,"Rent"
"2023","556 WEST 141 STREET , New York",-73.9518942,40.8234747,"Rent","D1  -ELEVATOR",NA,29.62,"Rent"
"2024","557 WEST 148 STREET , New York",-73.9482665,40.8282772,"Rent","D1  -ELEVATOR",NA,27.67,"Rent"
"2025","559 WEST 164 STREET , New York",-73.9407123,40.838281,"Rent","D1  -ELEVATOR",NA,31.08,"Rent"
"2026","56 COOPER SQUARE , New York",-73.9912439,40.7290226,"Rent","R4  -ELEVATOR",NA,45.14,"Rent"
"2027","56 PINE STREET , New York",-74.0083798,40.7068323,"Rent","R4  -ELEVATOR",NA,50.07,"Rent"
"2028","56 ST MARKS PLACE , New York",-73.9867563,40.7280004,"Rent","D1  -ELEVATOR",NA,49.6625,"Rent"
"2029","56 WEST 106 STREET , New York",-73.962131,40.798614,"Rent","C4  -WALK-UP",NA,34.47,"Rent"
"2030","56 WEST 23 STREET , New York",-73.9919816,40.7425489,"Rent","D6  -ELEVATOR",NA,61.7,"Rent"
"2031","56 WEST 65 STREET , New York",-73.9813041,40.7724137,"Rent","D1  -ELEVATOR",NA,48.861,"Rent"
"2032","560 HUDSON STREET , New York",-74.0057286,40.7355077,"Rent","C5  -WALK-UP",NA,54.15,"Rent"
"2033","57 WEST 58 STREET , New York",-73.9761481,40.7650085,"Rent","R4  -ELEVATOR",NA,43.9,"Rent"
"2034","570 FT WASHINGTON AVENUE , New York",-73.9368547,40.8542212,"Rent","D1  -ELEVATOR",NA,19.43,"Rent"
"2035","571 ACADEMY STREET , New York",-73.9229621,40.8637771,"Rent","R4  -ELEVATOR",NA,23.34,"Rent"
"2036","572 WEST 141 STREET , New York",-73.916001,40.8087166,"Rent","D1  -ELEVATOR",NA,27.99,"Rent"
"2037","575 WEST END AVENUE , New York",-73.9772637,40.7901248,"Rent","D3  -ELEVATOR",NA,50.2104,"Rent"
"2038","579 WEST 204 STREET , New York",-73.921244,40.864687,"Rent","D1  -ELEVATOR",NA,23.99,"Rent"
"2039","58 AVENUE A , New York",-73.9844747,40.7242541,"Rent","D6  -ELEVATOR",NA,48.59,"Rent"
"2040","58 WEST 106 STREET , New York",-73.962293,40.7986999,"Rent","R2  -WALK-UP",NA,34.47,"Rent"
"2041","58 WEST 129 STREET , New York",-73.943149,40.809855,"Rent","R4  -ELEVATOR",NA,33.88,"Rent"
"2042","58 WEST 58 STREET , New York",-73.9763,40.7645553,"Rent","R4  -ELEVATOR",NA,40.76,"Rent"
"2043","58 WEST 68 STREET , New York",-73.9798579,40.774311,"Rent","D3  -ELEVATOR",NA,50.6566666666667,"Rent"
"2044","582 ST NICHOLAS AVENUE , New York",-73.946085,40.820199,"Rent","D1  -ELEVATOR",NA,32.885,"Rent"
"2045","59 WEST 105 STREET , New York",-73.9625016,40.7983818,"Rent","C1  -WALK-UP",NA,38.335,"Rent"
"2046","59 WEST 12 STREET , New York",-73.997061,40.735739,"Rent","R4  -ELEVATOR",NA,51.08,"Rent"
"2047","595 WEST END AVENUE , New York",-73.9768734,40.7907057,"Rent","R4  -ELEVATOR",NA,34.64,"Rent"
"2048","597 BROADWAY , New York",-73.99749,40.725329,"Rent","R4  -ELEVATOR",NA,29.24,"Rent"
"2049","599 HUDSON STREET , New York",-74.0060729,40.7370816,"Rent","C1  -WALK-UP",NA,50.78,"Rent"
"2050","6 CHARLES STREET , New York",-74.0007476,40.735014,"Rent","D1  -ELEVATOR",NA,51.3425,"Rent"
"2051","6 EAST 13 STREET , New York",-73.9936086,40.7348449,"Rent","D5  -ELEVATOR",NA,47.9806666666667,"Rent"
"2052","6 EAST 132 STREET , New York",-73.9385653,40.8104273,"Rent","C4  -WALK-UP",NA,32.09,"Rent"
"2053","6 WEST 107 STREET , New York",-73.9602516,40.7988331,"Rent","D1  -ELEVATOR",NA,29.2666666666667,"Rent"
"2054","60 EAST 12 STREET , New York",-73.9906769,40.7328998,"Rent","C5  -WALK-UP",NA,49.72,"Rent"
"2055","60 EAST 55 STREET , New York",-73.9728329,40.7605418,"Rent","R4  -ELEVATOR",NA,49.47,"Rent"
"2056","60 EAST 8 STREET , New York",-73.9930165,40.7306031,"Rent","R9  -CONDOPS",NA,42.11,"Rent"
"2057","60 EAST 86 STREET , New York",-73.9583689,40.7803615,"Rent","R4  -ELEVATOR",NA,49,"Rent"
"2058","60 EAST 88 STREET , New York",-73.9572204,40.7816895,"Rent","R4  -ELEVATOR",NA,47.88,"Rent"
"2059","60 EAST 9 STREET , New York",-73.9927271,40.7312439,"Rent","R9  -CONDOPS",NA,40.23,"Rent"
"2060","60 HENRY STREET , New York",-73.9947441,40.7128109,"Rent","R4  -ELEVATOR",NA,45.16,"Rent"
"2061","60 LEROY STREET , New York",-74.005074,40.7299392,"Rent","D1  -ELEVATOR",NA,39.78,"Rent"
"2062","60 ORCHARD STREET , New York",-73.9906932,40.7167522,"Rent","R4  -ELEVATOR",NA,47.84,"Rent"
"2063","60 WEST 10 STREET , New York",-73.9981307,40.7343341,"Rent","D1  -ELEVATOR",NA,48.265,"Rent"
"2064","60 WEST 13 STREET , New York",-73.9968223,40.7361755,"Rent","R4  -ELEVATOR",NA,49.9,"Rent"
"2065","60 WEST 66 STREET , New York",-73.9814584,40.7733055,"Rent","D8  -ELEVATOR",NA,56.62,"Rent"
"2066","600 WEST 111 STREET , New York",-73.966726,40.8048821,"Rent","R9  -CONDOPS",NA,27.42,"Rent"
"2067","600 WEST 115 STREET , New York",-73.9648936,40.8074141,"Rent","R9  -CONDOPS",NA,26.83,"Rent"
"2068","601 10 AVENUE , New York",-73.9949859,40.760773,"Rent","D6  -ELEVATOR",NA,50.85,"Rent"
"2069","601 HUDSON STREET , New York",-74.006027,40.7371909,"Rent","C4  -WALK-UP",NA,51.42,"Rent"
"2070","601 WEST 41 STREET , New York",-73.998989,40.7604232,"Rent","R9  -CONDOPS",NA,38.89,"Rent"
"2071","602 WEST 157 STREET , New York",-73.9117698,40.8205664,"Rent","D1  -ELEVATOR",NA,19.685,"Rent"
"2072","604 WEST 115 STREET , New York",-73.965073,40.8074233,"Rent","D1  -ELEVATOR",NA,26.83,"Rent"
"2073","605 WEST 112 STREET , New York",-73.9663521,40.8059181,"Rent","D1  -ELEVATOR",NA,26.18,"Rent"
"2074","605 WEST 156 STREET , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,23.06,"Rent"
"2075","606 WEST 145 STREET , New York",-73.9511003,40.826476,"Rent","D1  -ELEVATOR",NA,24.99,"Rent"
"2076","608 WEST 115 STREET , New York",-73.9654132,40.8075235,"Rent","D3  -ELEVATOR",NA,28.53,"Rent"
"2077","608 WEST 149 STREET , New York",-73.9494375,40.8291183,"Rent","R4  -ELEVATOR",NA,31.29,"Rent"
"2078","609 WEST 196 STREET , New York",-73.889263,40.8658187,"Rent","D1  -ELEVATOR",NA,28.53,"Rent"
"2079","61 LENOX AVENUE , New York",-73.9511224,40.8001795,"Rent","R4  -ELEVATOR",NA,26.96,"Rent"
"2080","61 WEST 106 STREET , New York",-73.9619506,40.7991518,"Rent","D1  -ELEVATOR",NA,29.8,"Rent"
"2081","61 WEST 62 STREET , New York",-73.9827734,40.771079,"Rent","R9  -CONDOPS",NA,47.62,"Rent"
"2082","610 CATHEDRAL PARKWAY , New York",-73.9675391,40.8043219,"Rent","R4  -ELEVATOR",NA,29.63,"Rent"
"2083","610 PARK AVENUE , New York",-73.9674135,40.7666169,"Rent","R4  -ELEVATOR",NA,51.81,"Rent"
"2084","610 WEST 113 STREET , New York",-73.9662669,40.806282,"Rent","D1  -ELEVATOR",NA,27.42,"Rent"
"2085","610 WEST 116 STREET , New York",-73.9649096,40.808218,"Rent","D3  -ELEVATOR",NA,26.54,"Rent"
"2086","611 EAST 11 STREET , New York",-73.9786182,40.7274341,"Rent","D9  -ELEVATOR",NA,47.0966666666667,"Rent"
"2087","611 WEST 148 STREET , New York",-73.94969,40.8289038,"Rent","D1  -ELEVATOR",NA,26.055,"Rent"
"2088","611 WEST 158 STREET , New York",-73.9450979,40.8352254,"Rent","D3  -ELEVATOR",NA,23.32,"Rent"
"2089","612 WEST 137 STREET , New York",-73.9551546,40.8216644,"Rent","D1  -ELEVATOR",NA,31.015,"Rent"
"2090","612 WEST 144 STREET , New York",-73.9518254,40.8259895,"Rent","D1  -ELEVATOR",NA,26.87,"Rent"
"2091","613 EAST 11 STREET , New York",-73.9785263,40.7272666,"Rent","R2  -WALK-UP",NA,43.17,"Rent"
"2092","614 10 AVENUE , New York",-73.994046,40.761136,"Rent","D6  -ELEVATOR",NA,42.13,"Rent"
"2093","614 WEST 152 STREET , New York",-73.9484502,40.8311553,"Rent","D1  -ELEVATOR",NA,24.45,"Rent"
"2094","614 WEST 157 STREET , New York",-73.8116249,40.7382971,"Rent","D1  -ELEVATOR",NA,21.6766666666667,"Rent"
"2095","615 FT WASHINGTON AVENUE , New York",-73.9370384,40.8556341,"Rent","D1  -ELEVATOR",NA,26.84,"Rent"
"2096","62 EAST 1 STREET , New York",-73.9890404,40.7238164,"Rent","R4  -ELEVATOR",NA,48.01,"Rent"
"2097","62 RIVINGTON STREET , New York",-73.9900964,40.7207611,"Rent","R4  -ELEVATOR",NA,34.02,"Rent"
"2098","62 WEST 62 STREET , New York",-73.9832956,40.7708675,"Rent","R4  -ELEVATOR",NA,54.42,"Rent"
"2099","621 WEST 42 STREET , New York",-73.9990352,40.7614424,"Rent","R4  -ELEVATOR",NA,51.22,"Rent"
"2100","625 EAST 11 STREET , New York",-73.9782509,40.7269546,"Rent","R2  -WALK-UP",NA,44.59,"Rent"
"2101","626 WEST 135 STREET , New York",-73.95726,40.820707,"Rent","D1  -ELEVATOR",NA,30.3,"Rent"
"2102","629 WEST 135 STREET , New York",-73.9566699,40.8209934,"Rent","D1  -ELEVATOR",NA,27.22,"Rent"
"2103","63 COOPER SQUARE , New York",-73.9899057,40.7290645,"Rent","R4  -ELEVATOR",NA,50.77,"Rent"
"2104","63 DOWNING STREET , New York",-74.0048104,40.729277,"Rent","R4  -ELEVATOR",NA,49.06,"Rent"
"2105","63 EAST 11 STREET , New York",-73.992092,40.733053,"Rent","D3  -ELEVATOR",NA,41.7776470588235,"Rent"
"2106","63 EAST 9 STREET , New York",-73.9921589,40.7315065,"Rent","R9  -CONDOPS",NA,38.66,"Rent"
"2107","63 SULLIVAN STREET , New York",NA,NA,"Rent","C1  -WALK-UP",NA,48.62375,"Rent"
"2108","63 WALL STREET , New York",-74.0087796,40.7056004,"Rent","D5  -ELEVATOR",NA,43.105,"Rent"
"2109","63 WEST 131 STREET , New York",NA,NA,"Rent","C4  -WALK-UP",NA,30.155,"Rent"
"2110","63 WEST 17 STREET , New York",-73.994929,40.7393092,"Rent","R4  -ELEVATOR",NA,50.97,"Rent"
"2111","630 1 AVENUE , New York",-73.971662,40.7451889,"Rent","R4  -ELEVATOR",NA,47.08,"Rent"
"2112","631 EAST 9 STREET , New York",-73.9788018,40.7258771,"Rent","R4  -ELEVATOR",NA,45.86,"Rent"
"2113","631 EDGECOMBE AVENUE , New York",-73.9369695,40.8375359,"Rent","D1  -ELEVATOR",NA,51.34,"Rent"
"2114","631 WEST 59 STREET , New York",-73.9913324,40.7719898,"Rent","RR  -CONRENT",NA,53,"Rent"
