"","X.1","X","longitude","latitude","Type1","Type2","Type3","Value","Icon","Remark","Zipcode","crime","mean","area"
"1884",1884,1884,-73.9643154,40.7710804,"Rent","R4  -ELEVATOR",NA,49.62,"Rent","52 EAST 72 STREET , New York",10021,149,48.7826667634533,"Upper East Side"
"1885",1885,1885,-73.9470597,40.7723234,"Rent","R4  -ELEVATOR",NA,49.04,"Rent","52 EAST END AVENUE , New York",10028,135,47.9785876358696,"Upper East Side"
"1886",1886,1886,-74.0024251,40.7273666,"Rent","C4  -WALK-UP",NA,56.81,"Rent","52 MAC DOUGAL STREET , New York",10012,605,49.2700310481868,"Greenwich Village and Soho"
"1887",1887,1887,-73.9801333,40.7493447,"Rent","R4  -ELEVATOR",NA,47.87,"Rent","52 PARK AVENUE , New York",10016,714,50.4251235766046,"Gramercy Park and Murray Hill"
"1888",1888,1888,-73.9655424,40.8035259,"Rent","R4  -ELEVATOR",NA,36.25,"Rent","520 CATHEDRAL PARKWAY , New York",10025,385,35.2191121286121,"Upper West Side"
"1889",1889,1889,-73.9483813,40.7720164,"Rent","R4  -ELEVATOR",NA,48.54,"Rent","520 EAST 81 STREET , New York",10028,175,47.9785876358696,"Upper East Side"
"1890",1890,1890,-73.9941595,40.7638202,"Rent","D3  -ELEVATOR",NA,52.56,"Rent","520 WEST 48 STREET , New York",10036,443,50.2338965367965,"Chelsea and Clinton"
"1891",1891,1891,-73.96893,40.7636145,"Rent","R4  -ELEVATOR",NA,59.93,"Rent","521 PARK AVENUE , New York",10065,631,48.2884521323149,"Upper East Side"
"1892",1892,1892,-73.9523318,40.7659999,"Rent","R4  -ELEVATOR",NA,52.43,"Rent","524 EAST 72 STREET , New York",10021,110,48.7826667634533,"Upper East Side"
"1893",1893,1893,-73.9804777,40.7282193,"Rent","R4  -ELEVATOR",NA,41.39,"Rent","525 EAST 11 STREET , New York",10009,519,46.233633015873,"Lower East Side"
"1894",1894,1894,-73.9482815,40.7715608,"Rent","R4  -ELEVATOR",NA,43.42,"Rent","525 EAST 80 STREET , New York",10075,144,47.3576524390244,"Upper East Side"
"1895",1895,1895,-73.947991,40.7722887,"Rent","D3  -ELEVATOR",NA,45.58,"Rent","525 EAST 81 STREET , New York",10028,173,47.9785876358696,"Upper East Side"
"1896",1896,1896,-73.9687005,40.7638134,"Rent","R4  -ELEVATOR",NA,44.73,"Rent","525 PARK AVENUE , New York",10065,604,48.2884521323149,"Upper East Side"
"1897",1897,1897,-73.9540295,40.8181315,"Rent","R4  -ELEVATOR",NA,30.3,"Rent","525 WEST 133 STREET , New York",10027,373,32.1442658137882,"Central Harlem"
"1898",1898,1898,-73.994433,40.763593,"Rent","D1  -ELEVATOR",NA,44.222,"Rent","525 WEST 47 STREET , New York",10036,443,50.2338965367965,"Chelsea and Clinton"
"1899",1899,1899,-73.9935504,40.7646883,"Rent","D5  -ELEVATOR",NA,57.785,"Rent","525 WEST 49 STREET , New York",10019,415,50.6850948275862,"Chelsea and Clinton"
"1900",1900,1900,-73.9920935,40.7666527,"Rent","RR  -CONRENT",NA,57.18,"Rent","525 WEST 52 STREET , New York",10019,369,50.6850948275862,"Chelsea and Clinton"
"1901",1901,1901,-73.9651821,40.8037185,"Rent","R4  -ELEVATOR",NA,34.55,"Rent","527 CATHEDRAL PARKWAY , New York",10025,373,35.2191121286121,"Upper West Side"
"1902",1902,1902,-73.9648127,40.8043737,"Rent","D1  -ELEVATOR",NA,35.2466666666667,"Rent","529 WEST 111 STREET , New York",10025,345,35.2191121286121,"Upper West Side"
"1903",1903,1903,-73.947991,40.827313,"Rent","R4  -ELEVATOR",NA,27.06,"Rent","529 WEST 147 STREET , New York",10031,541,27.9216951219512,"Inwood and Washington Heights"
"1904",1904,1904,-74.0029282,40.7522893,"Rent","RR  -CONRENT",NA,63.93,"Rent","529 WEST 29 STREET , New York",10001,212,49.5536451719577,"Chelsea and Clinton"
"1905",1905,1905,-73.9967901,40.7605199,"Rent","R9  -CONDOPS",NA,53.27,"Rent","529 WEST 42 STREET , New York",10036,403,50.2338965367965,"Chelsea and Clinton"
"1906",1906,1906,-73.9529963,40.7878514,"Rent","D1  -ELEVATOR",NA,41.7516666666667,"Rent","53 EAST 97 STREET , New York",10029,277,36.1083994996549,"East Harlem"
"1907",1907,1907,-73.9944579,40.7117633,"Rent","C1  -WALK-UP",NA,46.8884615384615,"Rent","53 MARKET STREET , New York",10002,401,46.1467041985792,"Lower East Side"
"1909",1909,1909,-74.003614,40.735714,"Rent","D1  -ELEVATOR",NA,42.27,"Rent","53 PERRY STREET , New York",10014,673,47.3433044848964,"Greenwich Village and Soho"
"1910",1910,1910,-73.9970382,40.7351433,"Rent","R9  -CONDOPS",NA,43.42,"Rent","53 WEST 11 STREET , New York",10011,765,49.1637557493983,"Chelsea and Clinton"
"1911",1911,1911,-73.9766439,40.7792556,"Rent","C5  -WALK-UP",NA,47.19,"Rent","53 WEST 75 STREET , New York",10023,328,48.0819509939898,"Upper West Side"
"1912",1912,1912,-73.976346,40.779931,"Rent","R2  -WALK-UP",NA,48.75,"Rent","53 WEST 76 STREET , New York",10023,348,48.0819509939898,"Upper West Side"
"1913",1913,1913,-73.9499885,40.7685029,"Rent","R4  -ELEVATOR",NA,55.95,"Rent","530 EAST 76 STREET , New York",10021,100,48.7826667634533,"Upper East Side"
"1914",1914,1914,-73.9694581,40.764249,"Rent","R4  -ELEVATOR",NA,51.16,"Rent","530 PARK AVENUE , New York",10065,568,48.2884521323149,"Upper East Side"
"1915",1915,1915,-73.994631,40.763176,"Rent","D3  -ELEVATOR",NA,54.7116666666667,"Rent","530 WEST 47 STREET , New York",10036,474,50.2338965367965,"Chelsea and Clinton"
"1916",1916,1916,-73.9777458,40.7885926,"Rent","R4  -ELEVATOR",NA,40.81,"Rent","530 WEST END AVENUE , New York",10024,311,43.5819368711326,"Upper West Side"
"1917",1917,1917,-73.9797526,40.7286491,"Rent","D9  -ELEVATOR",NA,55.51,"Rent","531 EAST 12 STREET , New York",10009,503,46.233633015873,"Lower East Side"
"1918",1918,1918,-74.0063292,40.7475391,"Rent","R4  -ELEVATOR",NA,41.51,"Rent","532 WEST 22 STREET , New York",10011,251,49.1637557493983,"Chelsea and Clinton"
"1919",1919,1919,-73.9992321,40.7607901,"Rent","RR  -CONRENT",NA,56.17,"Rent","533 11 AVENUE , New York",10036,236,50.2338965367965,"Chelsea and Clinton"
"1920",1920,1920,-73.9782968,40.7888251,"Rent","R4  -ELEVATOR",NA,78.46,"Rent","535 WEST END AVENUE , New York",10024,271,43.5819368711326,"Upper West Side"
"1921",1921,1921,-74.0040123,40.7511032,"Rent","D8  -ELEVATOR",NA,74.15,"Rent","537 WEST 27 STREET , New York",10001,206,49.5536451719577,"Chelsea and Clinton"
"1922",1922,1922,-73.9819699,40.7248209,"Rent","D1  -ELEVATOR",NA,55.25,"Rent","539 EAST 6 STREET , New York",10009,514,46.233633015873,"Lower East Side"
"1923",1923,1923,-73.9949937,40.7257305,"Rent","R4  -ELEVATOR",NA,30.34,"Rent","54 BLEECKER STREET , New York",10012,757,49.2700310481868,"Greenwich Village and Soho"
"1924",1924,1924,-73.9893159,40.7251684,"Rent","D1  -ELEVATOR",NA,48.69,"Rent","54 EAST 3 STREET , New York",10003,815,47.6307854516211,"Lower East Side"
"1925",1925,1925,-73.9775875,40.7784407,"Rent","R4  -ELEVATOR",NA,41.91,"Rent","54 WEST 74 STREET , New York",10023,377,48.0819509939898,"Upper West Side"
"1926",1926,1926,-73.9412404,40.837258,"Rent","R4  -ELEVATOR",NA,29.32,"Rent","540 WEST 163 STREET , New York",10032,535,27.404,"Inwood and Washington Heights"
"1927",1927,1927,-74.0037775,40.7514641,"Rent","R4  -ELEVATOR",NA,53.07,"Rent","540 WEST 28 STREET , New York",10001,210,49.5536451719577,"Chelsea and Clinton"
"1928",1928,1928,-73.994225,40.764641,"Rent","R4  -ELEVATOR",NA,61.06,"Rent","540 WEST 49 STREET , New York",10019,387,50.6850948275862,"Chelsea and Clinton"
"1929",1929,1929,-73.9937693,40.7652891,"Rent","D1  -ELEVATOR",NA,50.1766666666667,"Rent","540 WEST 50 STREET , New York",10019,365,50.6850948275862,"Chelsea and Clinton"
"1931",1931,1931,-73.9987166,40.7235962,"Rent","R9  -CONDOPS",NA,45.81,"Rent","543 BROADWAY , New York",10012,733,49.2700310481868,"Greenwich Village and Soho"
"1932",1932,1932,-73.941736,40.837067,"Rent","D1  -ELEVATOR",NA,29.21,"Rent","543 WEST 162 STREET , New York",10032,515,27.404,"Inwood and Washington Heights"
"1933",1933,1933,-73.9455112,40.7750219,"Rent","D3  -ELEVATOR",NA,48.9726086956522,"Rent","544 EAST 86 STREET , New York",10028,196,47.9785876358696,"Upper East Side"
"1934",1934,1934,-73.9660912,40.8040708,"Rent","R4  -ELEVATOR",NA,42.55,"Rent","545 CATHEDRAL PARKWAY , New York",10025,352,35.2191121286121,"Upper West Side"
"1935",1935,1935,-73.965556,40.8047309,"Rent","R9  -CONDOPS",NA,32.71,"Rent","545 WEST 111 STREET , New York",10025,317,35.2191121286121,"Upper West Side"
"1936",1936,1936,-73.9478073,40.8280191,"Rent","D1  -ELEVATOR",NA,28.895,"Rent","545 WEST 148 STREET , New York",10031,482,27.9216951219512,"Inwood and Washington Heights"
"1937",1937,1937,-73.9609174,40.8151021,"Rent","D1  -ELEVATOR",NA,26.24,"Rent","547 RIVERSIDE DRIVE , New York",10027,289,32.1442658137882,"Central Harlem"
"1938",1938,1938,-73.9607567,40.8152913,"Rent","D1  -ELEVATOR",NA,27.88,"Rent","548 RIVERSIDE DRIVE , New York",10027,287,32.1442658137882,"Central Harlem"
"1939",1939,1939,-73.9406204,40.8377284,"Rent","D1  -ELEVATOR",NA,29.32,"Rent","548 WEST 164 STREET , New York",10032,492,27.404,"Inwood and Washington Heights"
"1940",1940,1940,-73.988401,40.7309849,"Rent","RR  -CONRENT",NA,59.25,"Rent","55 3 AVENUE , New York",10003,753,47.6307854516211,"Lower East Side"
"1941",1941,1941,-73.9447535,40.7992309,"Rent","RR  -CONRENT",NA,29.44,"Rent","55 EAST 115 STREET , New York",10029,825,36.1083994996549,"East Harlem"
"1942",1942,1942,-73.9581853,40.7808754,"Rent","R4  -ELEVATOR",NA,55.32,"Rent","55 EAST 86 STREET , New York",10028,327,47.9785876358696,"Upper East Side"
"1943",1943,1943,-73.954925,40.7852717,"Rent","R4  -ELEVATOR",NA,42.99,"Rent","55 EAST 93 STREET , New York",10128,243,45.9451660787772,"Upper East Side"
"1944",1944,1944,-73.9901193,40.7157632,"Rent","R4  -ELEVATOR",NA,50.9,"Rent","55 HESTER STREET , New York",10002,665,46.1467041985792,"Lower East Side"
"1945",1945,1945,-73.9292311,40.8596831,"Rent","D1  -ELEVATOR",NA,25.33,"Rent","55 NAGLE AVENUE , New York",10040,423,24.653,"Inwood and Washington Heights"
"1946",1946,1946,-73.9623524,40.798351,"Rent","C5  -WALK-UP",NA,34.47,"Rent","55 WEST 105 STREET , New York",10025,413,35.2191121286121,"Upper West Side"
"1947",1947,1947,-73.9428018,40.8102691,"Rent","D1  -ELEVATOR",NA,32.2633333333333,"Rent","55 WEST 129 STREET , New York",10027,887,32.1442658137882,"Central Harlem"
"1948",1948,1948,-73.941333,40.811256,"Rent","R4  -ELEVATOR",NA,19.26,"Rent","55 WEST 131 STREET , New York",10037,667,30.4980555555556,"Central Harlem"
"1949",1949,1949,-73.972482,40.785151,"Rent","R2  -WALK-UP",NA,44.47,"Rent","55 WEST 84 STREET , New York",10024,324,43.5819368711326,"Upper West Side"
"1950",1950,1950,-73.9682642,40.7900803,"Rent","D1  -ELEVATOR",NA,39.6942857142857,"Rent","55 WEST 92 STREET , New York",10025,289,35.2191121286121,"Upper West Side"
"1951",1951,1951,-74.0039841,40.7181927,"Rent","R4  -ELEVATOR",NA,39.99,"Rent","55 WHITE STREET , New York",10013,597,43.9129747732426,"Greenwich Village and Soho"
"1952",1952,1952,-73.9963692,40.7623487,"Rent","RR  -CONRENT",NA,61.17,"Rent","550 WEST 45 STREET , New York",10036,403,50.2338965367965,"Chelsea and Clinton"
"1953",1953,1953,-73.9915642,40.7677253,"Rent","RR  -CONRENT",NA,47.44,"Rent","550 WEST 54 STREET , New York",10019,340,50.6850948275862,"Chelsea and Clinton"
"1954",1954,1954,-73.9499047,40.7620937,"Rent","R9  -CONDOPS",NA,31.25,"Rent","551 MAIN STREET , New York",10044,4,38.46,"Upper East Side"
"1955",1955,1955,-74.0053384,40.7245443,"Rent","C4  -WALK-UP",NA,45.195,"Rent","552 BROOME STREET , New York",10013,393,43.9129747732426,"Greenwich Village and Soho"
"1956",1956,1956,-73.9916227,40.7678922,"Rent","RR  -CONRENT",NA,56.3,"Rent","552 WEST 54 STREET , New York",10019,332,50.6850948275862,"Chelsea and Clinton"
"1957",1957,1957,-73.9772424,40.7475449,"Rent","R4  -ELEVATOR",NA,53,"Rent","554 3 AVENUE , New York",10016,518,50.4251235766046,"Gramercy Park and Murray Hill"
"1958",1958,1958,-73.948426,40.769896,"Rent","D3  -ELEVATOR",NA,42.85,"Rent","555 EAST 78 STREET , New York",10075,97,47.3576524390244,"Upper East Side"
"1959",1959,1959,-73.9376124,40.8538861,"Rent","C1  -WALK-UP",NA,21.21,"Rent","555 FT WASHINGTON AVENUE , New York",10033,320,23.9595238095238,"Inwood and Washington Heights"
"1960",1960,1960,-73.939407,40.8159659,"Rent","R4  -ELEVATOR",NA,29.22,"Rent","555 LENOX AVENUE , New York",10037,569,30.4980555555556,"Central Harlem"
"1961",1961,1961,-74.0060289,40.7487477,"Rent","R4  -ELEVATOR",NA,55.65,"Rent","555 WEST 23 STREET , New York",10011,241,49.1637557493983,"Chelsea and Clinton"
"1962",1962,1962,-73.9977217,40.7609017,"Rent","D8  -ELEVATOR",NA,47.305,"Rent","555 WEST 42 STREET , New York",10036,328,50.2338965367965,"Chelsea and Clinton"
"1963",1963,1963,-73.9894047,40.7714442,"Rent","R4  -ELEVATOR",NA,61.41,"Rent","555 WEST 59 STREET , New York",10019,283,50.6850948275862,"Chelsea and Clinton"
"1964",1964,1964,-73.9518942,40.8234747,"Rent","D1  -ELEVATOR",NA,29.62,"Rent","556 WEST 141 STREET , New York",10031,439,27.9216951219512,"Inwood and Washington Heights"
"1965",1965,1965,-73.9482665,40.8282772,"Rent","D1  -ELEVATOR",NA,27.67,"Rent","557 WEST 148 STREET , New York",10031,459,27.9216951219512,"Inwood and Washington Heights"
"1966",1966,1966,-73.9407123,40.838281,"Rent","D1  -ELEVATOR",NA,31.08,"Rent","559 WEST 164 STREET , New York",10032,493,27.404,"Inwood and Washington Heights"
"1967",1967,1967,-73.9912439,40.7290226,"Rent","R4  -ELEVATOR",NA,45.14,"Rent","56 COOPER SQUARE , New York",10003,702,47.6307854516211,"Lower East Side"
"1968",1968,1968,-74.0083798,40.7068323,"Rent","R4  -ELEVATOR",NA,50.07,"Rent","56 PINE STREET , New York",10005,377,51.42875,"Lower Manhattan"
"1969",1969,1969,-73.9867563,40.7280004,"Rent","D1  -ELEVATOR",NA,49.6625,"Rent","56 ST MARKS PLACE , New York",10003,690,47.6307854516211,"Lower East Side"
"1970",1970,1970,-73.962131,40.798614,"Rent","C4  -WALK-UP",NA,34.47,"Rent","56 WEST 106 STREET , New York",10025,404,35.2191121286121,"Upper West Side"
"1971",1971,1971,-73.9919816,40.7425489,"Rent","D6  -ELEVATOR",NA,61.7,"Rent","56 WEST 23 STREET , New York",10010,698,50.4268402777778,"Gramercy Park and Murray Hill"
"1972",1972,1972,-73.9813041,40.7724137,"Rent","D1  -ELEVATOR",NA,48.861,"Rent","56 WEST 65 STREET , New York",10023,312,48.0819509939898,"Upper West Side"
"1973",1973,1973,-74.0057286,40.7355077,"Rent","C5  -WALK-UP",NA,54.15,"Rent","560 HUDSON STREET , New York",10014,519,47.3433044848964,"Greenwich Village and Soho"
"1974",1974,1974,-73.9761481,40.7650085,"Rent","R4  -ELEVATOR",NA,43.9,"Rent","57 WEST 58 STREET , New York",10019,491,50.6850948275862,"Chelsea and Clinton"
"1975",1975,1975,-73.9368547,40.8542212,"Rent","D1  -ELEVATOR",NA,19.43,"Rent","570 FT WASHINGTON AVENUE , New York",10033,358,23.9595238095238,"Inwood and Washington Heights"
"1976",1976,1976,-73.9229621,40.8637771,"Rent","R4  -ELEVATOR",NA,23.34,"Rent","571 ACADEMY STREET , New York",10034,685,24.86,"Inwood and Washington Heights"
"1978",1978,1978,-73.9772637,40.7901248,"Rent","D3  -ELEVATOR",NA,50.2104,"Rent","575 WEST END AVENUE , New York",10024,294,43.5819368711326,"Upper West Side"
"1979",1979,1979,-73.921244,40.864687,"Rent","D1  -ELEVATOR",NA,23.99,"Rent","579 WEST 204 STREET , New York",10034,640,24.86,"Inwood and Washington Heights"
"1980",1980,1980,-73.9844747,40.7242541,"Rent","D6  -ELEVATOR",NA,48.59,"Rent","58 AVENUE A , New York",10009,618,46.233633015873,"Lower East Side"
"1981",1981,1981,-73.962293,40.7986999,"Rent","R2  -WALK-UP",NA,34.47,"Rent","58 WEST 106 STREET , New York",10025,441,35.2191121286121,"Upper West Side"
"1982",1982,1982,-73.943149,40.809855,"Rent","R4  -ELEVATOR",NA,33.88,"Rent","58 WEST 129 STREET , New York",10027,790,32.1442658137882,"Central Harlem"
"1983",1983,1983,-73.9763,40.7645553,"Rent","R4  -ELEVATOR",NA,40.76,"Rent","58 WEST 58 STREET , New York",10019,526,50.6850948275862,"Chelsea and Clinton"
"1984",1984,1984,-73.9798579,40.774311,"Rent","D3  -ELEVATOR",NA,50.6566666666667,"Rent","58 WEST 68 STREET , New York",10023,342,48.0819509939898,"Upper West Side"
"1985",1985,1985,-73.946085,40.820199,"Rent","D1  -ELEVATOR",NA,32.885,"Rent","582 ST NICHOLAS AVENUE , New York",10030,512,28.0306259259259,"Central Harlem"
"1986",1986,1986,-73.9625016,40.7983818,"Rent","C1  -WALK-UP",NA,38.335,"Rent","59 WEST 105 STREET , New York",10025,435,35.2191121286121,"Upper West Side"
"1987",1987,1987,-73.997061,40.735739,"Rent","R4  -ELEVATOR",NA,51.08,"Rent","59 WEST 12 STREET , New York",10011,759,49.1637557493983,"Chelsea and Clinton"
"1988",1988,1988,-73.9768734,40.7907057,"Rent","R4  -ELEVATOR",NA,34.64,"Rent","595 WEST END AVENUE , New York",10024,316,43.5819368711326,"Upper West Side"
"1989",1989,1989,-73.99749,40.725329,"Rent","R4  -ELEVATOR",NA,29.24,"Rent","597 BROADWAY , New York",10012,803,49.2700310481868,"Greenwich Village and Soho"
"1990",1990,1990,-74.0060729,40.7370816,"Rent","C1  -WALK-UP",NA,50.78,"Rent","599 HUDSON STREET , New York",10014,634,47.3433044848964,"Greenwich Village and Soho"
"1991",1991,1991,-74.0007476,40.735014,"Rent","D1  -ELEVATOR",NA,51.3425,"Rent","6 CHARLES STREET , New York",10014,807,47.3433044848964,"Greenwich Village and Soho"
"1992",1992,1992,-73.9936086,40.7348449,"Rent","D5  -ELEVATOR",NA,47.9806666666667,"Rent","6 EAST 13 STREET , New York",10003,843,47.6307854516211,"Lower East Side"
"1993",1993,1993,-73.9385653,40.8104273,"Rent","C4  -WALK-UP",NA,32.09,"Rent","6 EAST 132 STREET , New York",10037,579,30.4980555555556,"Central Harlem"
"1994",1994,1994,-73.9602516,40.7988331,"Rent","D1  -ELEVATOR",NA,29.2666666666667,"Rent","6 WEST 107 STREET , New York",10025,338,35.2191121286121,"Upper West Side"
"1995",1995,1995,-73.9906769,40.7328998,"Rent","C5  -WALK-UP",NA,49.72,"Rent","60 EAST 12 STREET , New York",10003,879,47.6307854516211,"Lower East Side"
"1996",1996,1996,-73.9728329,40.7605418,"Rent","R4  -ELEVATOR",NA,49.47,"Rent","60 EAST 55 STREET , New York",10022,919,47.5797090671885,"Gramercy Park and Murray Hill"
"1997",1997,1997,-73.9930165,40.7306031,"Rent","R9  -CONDOPS",NA,42.11,"Rent","60 EAST 8 STREET , New York",10003,585,47.6307854516211,"Lower East Side"
"1998",1998,1998,-73.9583689,40.7803615,"Rent","R4  -ELEVATOR",NA,49,"Rent","60 EAST 86 STREET , New York",10028,326,47.9785876358696,"Upper East Side"
"1999",1999,1999,-73.9572204,40.7816895,"Rent","R4  -ELEVATOR",NA,47.88,"Rent","60 EAST 88 STREET , New York",10128,352,45.9451660787772,"Upper East Side"
"2000",2000,2000,-73.9927271,40.7312439,"Rent","R9  -CONDOPS",NA,40.23,"Rent","60 EAST 9 STREET , New York",10003,783,47.6307854516211,"Lower East Side"
"2001",2001,2001,-73.9947441,40.7128109,"Rent","R4  -ELEVATOR",NA,45.16,"Rent","60 HENRY STREET , New York",10002,454,46.1467041985792,"Lower East Side"
"2002",2002,2002,-74.005074,40.7299392,"Rent","D1  -ELEVATOR",NA,39.78,"Rent","60 LEROY STREET , New York",10014,671,47.3433044848964,"Greenwich Village and Soho"
"2003",2003,2003,-73.9906932,40.7167522,"Rent","R4  -ELEVATOR",NA,47.84,"Rent","60 ORCHARD STREET , New York",10002,777,46.1467041985792,"Lower East Side"
"2004",2004,2004,-73.9981307,40.7343341,"Rent","D1  -ELEVATOR",NA,48.265,"Rent","60 WEST 10 STREET , New York",10011,800,49.1637557493983,"Chelsea and Clinton"
"2005",2005,2005,-73.9968223,40.7361755,"Rent","R4  -ELEVATOR",NA,49.9,"Rent","60 WEST 13 STREET , New York",10011,803,49.1637557493983,"Chelsea and Clinton"
"2006",2006,2006,-73.9814584,40.7733055,"Rent","D8  -ELEVATOR",NA,56.62,"Rent","60 WEST 66 STREET , New York",10023,332,48.0819509939898,"Upper West Side"
"2007",2007,2007,-73.966726,40.8048821,"Rent","R9  -CONDOPS",NA,27.42,"Rent","600 WEST 111 STREET , New York",10025,308,35.2191121286121,"Upper West Side"
"2008",2008,2008,-73.9648936,40.8074141,"Rent","R9  -CONDOPS",NA,26.83,"Rent","600 WEST 115 STREET , New York",10025,225,35.2191121286121,"Upper West Side"
"2009",2009,2009,-73.9949859,40.760773,"Rent","D6  -ELEVATOR",NA,50.85,"Rent","601 10 AVENUE , New York",10036,616,50.2338965367965,"Chelsea and Clinton"
"2010",2010,2010,-74.006027,40.7371909,"Rent","C4  -WALK-UP",NA,51.42,"Rent","601 HUDSON STREET , New York",10014,630,47.3433044848964,"Greenwich Village and Soho"
"2011",2011,2011,-73.998989,40.7604232,"Rent","R9  -CONDOPS",NA,38.89,"Rent","601 WEST 41 STREET , New York",10036,252,50.2338965367965,"Chelsea and Clinton"
"2013",2013,2013,-73.965073,40.8074233,"Rent","D1  -ELEVATOR",NA,26.83,"Rent","604 WEST 115 STREET , New York",10025,223,35.2191121286121,"Upper West Side"
"2014",2014,2014,-73.9663521,40.8059181,"Rent","D1  -ELEVATOR",NA,26.18,"Rent","605 WEST 112 STREET , New York",10025,264,35.2191121286121,"Upper West Side"
"2015",2015,2015,-73.9511003,40.826476,"Rent","D1  -ELEVATOR",NA,24.99,"Rent","606 WEST 145 STREET , New York",10031,423,27.9216951219512,"Inwood and Washington Heights"
"2016",2016,2016,-73.9654132,40.8075235,"Rent","D3  -ELEVATOR",NA,28.53,"Rent","608 WEST 115 STREET , New York",10025,206,35.2191121286121,"Upper West Side"
"2017",2017,2017,-73.9494375,40.8291183,"Rent","R4  -ELEVATOR",NA,31.29,"Rent","608 WEST 149 STREET , New York",10031,379,27.9216951219512,"Inwood and Washington Heights"
"2019",2019,2019,-73.9511224,40.8001795,"Rent","R4  -ELEVATOR",NA,26.96,"Rent","61 LENOX AVENUE , New York",10026,590,32.749269820296,"Central Harlem"
"2020",2020,2020,-73.9619506,40.7991518,"Rent","D1  -ELEVATOR",NA,29.8,"Rent","61 WEST 106 STREET , New York",10025,423,35.2191121286121,"Upper West Side"
"2021",2021,2021,-73.9827734,40.771079,"Rent","R9  -CONDOPS",NA,47.62,"Rent","61 WEST 62 STREET , New York",10023,438,48.0819509939898,"Upper West Side"
"2022",2022,2022,-73.9675391,40.8043219,"Rent","R4  -ELEVATOR",NA,29.63,"Rent","610 CATHEDRAL PARKWAY , New York",10025,304,35.2191121286121,"Upper West Side"
"2023",2023,2023,-73.9674135,40.7666169,"Rent","R4  -ELEVATOR",NA,51.81,"Rent","610 PARK AVENUE , New York",10065,117,48.2884521323149,"Upper East Side"
"2024",2024,2024,-73.9662669,40.806282,"Rent","D1  -ELEVATOR",NA,27.42,"Rent","610 WEST 113 STREET , New York",10025,247,35.2191121286121,"Upper West Side"
"2025",2025,2025,-73.9649096,40.808218,"Rent","D3  -ELEVATOR",NA,26.54,"Rent","610 WEST 116 STREET , New York",10027,173,32.1442658137882,"Central Harlem"
"2026",2026,2026,-73.9786182,40.7274341,"Rent","D9  -ELEVATOR",NA,47.0966666666667,"Rent","611 EAST 11 STREET , New York",10009,443,46.233633015873,"Lower East Side"
"2027",2027,2027,-73.94969,40.8289038,"Rent","D1  -ELEVATOR",NA,26.055,"Rent","611 WEST 148 STREET , New York",10031,398,27.9216951219512,"Inwood and Washington Heights"
"2028",2028,2028,-73.9450979,40.8352254,"Rent","D3  -ELEVATOR",NA,23.32,"Rent","611 WEST 158 STREET , New York",10032,423,27.404,"Inwood and Washington Heights"
"2029",2029,2029,-73.9551546,40.8216644,"Rent","D1  -ELEVATOR",NA,31.015,"Rent","612 WEST 137 STREET , New York",10031,305,27.9216951219512,"Inwood and Washington Heights"
"2030",2030,2030,-73.9518254,40.8259895,"Rent","D1  -ELEVATOR",NA,26.87,"Rent","612 WEST 144 STREET , New York",10031,413,27.9216951219512,"Inwood and Washington Heights"
"2031",2031,2031,-73.9785263,40.7272666,"Rent","R2  -WALK-UP",NA,43.17,"Rent","613 EAST 11 STREET , New York",10009,447,46.233633015873,"Lower East Side"
"2032",2032,2032,-73.994046,40.761136,"Rent","D6  -ELEVATOR",NA,42.13,"Rent","614 10 AVENUE , New York",10036,656,50.2338965367965,"Chelsea and Clinton"
"2033",2033,2033,-73.9484502,40.8311553,"Rent","D1  -ELEVATOR",NA,24.45,"Rent","614 WEST 152 STREET , New York",10031,345,27.9216951219512,"Inwood and Washington Heights"
"2035",2035,2035,-73.9370384,40.8556341,"Rent","D1  -ELEVATOR",NA,26.84,"Rent","615 FT WASHINGTON AVENUE , New York",10040,219,24.653,"Inwood and Washington Heights"
"2036",2036,2036,-73.9890404,40.7238164,"Rent","R4  -ELEVATOR",NA,48.01,"Rent","62 EAST 1 STREET , New York",10003,844,47.6307854516211,"Lower East Side"
"2037",2037,2037,-73.9900964,40.7207611,"Rent","R4  -ELEVATOR",NA,34.02,"Rent","62 RIVINGTON STREET , New York",10002,880,46.1467041985792,"Lower East Side"
"2038",2038,2038,-73.9832956,40.7708675,"Rent","R4  -ELEVATOR",NA,54.42,"Rent","62 WEST 62 STREET , New York",10023,488,48.0819509939898,"Upper West Side"
"2039",2039,2039,-73.9990352,40.7614424,"Rent","R4  -ELEVATOR",NA,51.22,"Rent","621 WEST 42 STREET , New York",10036,253,50.2338965367965,"Chelsea and Clinton"
"2040",2040,2040,-73.9782509,40.7269546,"Rent","R2  -WALK-UP",NA,44.59,"Rent","625 EAST 11 STREET , New York",10009,414,46.233633015873,"Lower East Side"
"2041",2041,2041,-73.95726,40.820707,"Rent","D1  -ELEVATOR",NA,30.3,"Rent","626 WEST 135 STREET , New York",10031,236,27.9216951219512,"Inwood and Washington Heights"
"2042",2042,2042,-73.9566699,40.8209934,"Rent","D1  -ELEVATOR",NA,27.22,"Rent","629 WEST 135 STREET , New York",10031,276,27.9216951219512,"Inwood and Washington Heights"
"2043",2043,2043,-73.9899057,40.7290645,"Rent","R4  -ELEVATOR",NA,50.77,"Rent","63 COOPER SQUARE , New York",10003,687,47.6307854516211,"Lower East Side"
