"","longitude","latitude","Type1","Type2","Type3","Value","Icon","Remark","Zipcode"
"57504",-74.003011456,40.749292156,"Crime","MISDEMEANOR","BURGLAR'S TOOLS, OFF. AGNST PUB ORD SENSBLTY &, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, PETIT LARCENY, PETIT LARCENY, DANGEROUS DRUGS",10,"MISDEMEANOR","BURGLAR'S TOOLS: X1<br/>CRIMINAL MISCHIEF & RELATED OF: X2<br/>DANGEROUS DRUGS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X3<br/>OFFENSES AGAINST PUBLIC ADMINI: X1<br/>PETIT LARCENY: X2<br/>",10011
"92278",-74.003,40.72508,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, OFF. AGNST PUB ORD SENSBLTY &, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, OFFENSES AGAINST THE PERSON, OFFENSES INVOLVING FRAUD, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",26,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X9<br/>CRIMINAL MISCHIEF & RELATED OF: X4<br/>DANGEROUS DRUGS: X6<br/>OFF. AGNST PUB ORD SENSBLTY &: X1<br/>OFFENSES AGAINST THE PERSON: X1<br/>OFFENSES INVOLVING FRAUD: X1<br/>PETIT LARCENY: X4<br/>",10011
"39666",-74.002985851,40.7416892,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, VEHICLE AND TRAFFIC LAWS, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, VEHICLE AND TRAFFIC LAWS",16,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X5<br/>CRIMINAL MISCHIEF & RELATED OF: X3<br/>PETIT LARCENY: X6<br/>VEHICLE AND TRAFFIC LAWS: X2<br/>",10011
"62945",-74.002974145,40.722003815,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY",5,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X3<br/>PETIT LARCENY: X2<br/>",10011
"98268",-74.002955507,40.708472142,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL TRESPASS, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, ASSAULT 3 & RELATED OFFENSES, DANGEROUS DRUGS, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF",17,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X2<br/>CRIMINAL MISCHIEF & RELATED OF: X4<br/>CRIMINAL TRESPASS: X1<br/>DANGEROUS DRUGS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X3<br/>PETIT LARCENY: X6<br/>",10011
"36426",-74.00294,40.73924,"Crime","MISDEMEANOR","PETIT LARCENY, PETIT LARCENY, CRIMINAL TRESPASS, CRIMINAL MISCHIEF & RELATED OF, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, FRAUDS, OFF. AGNST PUB ORD SENSBLTY &",9,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>CRIMINAL MISCHIEF & RELATED OF: X2<br/>CRIMINAL TRESPASS: X1<br/>FRAUDS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X1<br/>PETIT LARCENY: X3<br/>",10011
"18356",-74.002927579,40.729582092,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, CRIMINAL TRESPASS, CRIMINAL MISCHIEF & RELATED OF",3,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X2<br/>CRIMINAL TRESPASS: X1<br/>",10011
"23250",-74.00291,40.73343,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, DANGEROUS DRUGS, ASSAULT 3 & RELATED OFFENSES, OFFENSES AGAINST PUBLIC ADMINI, CRIMINAL MISCHIEF & RELATED OF",5,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X2<br/>CRIMINAL MISCHIEF & RELATED OF: X1<br/>DANGEROUS DRUGS: X1<br/>OFFENSES AGAINST PUBLIC ADMINI: X1<br/>",10011
"27065",-74.002880864,40.733951744,"Crime","MISDEMEANOR","OFFENSES AGAINST PUBLIC ADMINI, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES",7,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>OFFENSES AGAINST PUBLIC ADMINI: X1<br/>PETIT LARCENY: X5<br/>",10011
"33710",-74.00287,40.72588,"Crime","MISDEMEANOR","DANGEROUS DRUGS, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",17,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X3<br/>CRIMINAL MISCHIEF & RELATED OF: X1<br/>DANGEROUS DRUGS: X5<br/>PETIT LARCENY: X8<br/>",10011
"36418",-74.0028592,40.733614139,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY",3,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>CRIMINAL MISCHIEF & RELATED OF: X1<br/>PETIT LARCENY: X1<br/>",10011
"39115",-74.002844511,40.727641552,"Crime","MISDEMEANOR","PETIT LARCENY",1,"MISDEMEANOR","PETIT LARCENY: X1<br/>",10011
"39987",-74.00282,40.72725,"Crime","MISDEMEANOR","OFF. AGNST PUB ORD SENSBLTY &, VEHICLE AND TRAFFIC LAWS, CRIMINAL TRESPASS, PETIT LARCENY, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES",7,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>CRIMINAL TRESPASS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X2<br/>PETIT LARCENY: X2<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10011
"77914",-74.0028,40.73262,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, DANGEROUS DRUGS, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES INVOLVING FRAUD, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, DANGEROUS DRUGS",24,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X8<br/>CRIMINAL MISCHIEF & RELATED OF: X5<br/>DANGEROUS DRUGS: X3<br/>OFF. AGNST PUB ORD SENSBLTY &: X1<br/>OFFENSES INVOLVING FRAUD: X1<br/>PETIT LARCENY: X6<br/>",10011
"56959",-74.002787704,40.749599573,"Crime","MISDEMEANOR","PETIT LARCENY",1,"MISDEMEANOR","PETIT LARCENY: X1<br/>",10011
"65517",-74.00275,40.70722,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, FRAUDS, FRAUDS, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OTHER OFFENSES RELATED TO THEF, OTHER OFFENSES RELATED TO THEF, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY",27,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>CRIMINAL MISCHIEF & RELATED OF: X7<br/>FRAUDS: X2<br/>OFF. AGNST PUB ORD SENSBLTY &: X3<br/>OTHER OFFENSES RELATED TO THEF: X2<br/>PETIT LARCENY: X12<br/>",10011
"67425",-74.002736234,40.726694613,"Crime","MISDEMEANOR","PETIT LARCENY, DANGEROUS DRUGS, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",5,"MISDEMEANOR","DANGEROUS DRUGS: X1<br/>PETIT LARCENY: X4<br/>",10011
"78494",-74.002693665,40.744628835,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, VEHICLE AND TRAFFIC LAWS, PETIT LARCENY",4,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X2<br/>PETIT LARCENY: X1<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10011
"95409",-74.002682421,40.734303077,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, DANGEROUS DRUGS, PETIT LARCENY",11,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>DANGEROUS DRUGS: X1<br/>PETIT LARCENY: X9<br/>",10011
"72675",-74.00266,40.73958,"Crime","MISDEMEANOR","OFFENSES AGAINST THE PERSON, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",6,"MISDEMEANOR","OFFENSES AGAINST THE PERSON: X1<br/>PETIT LARCENY: X5<br/>",10011
"67617",-74.002620709,40.724888565,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, PETIT LARCENY, INTOXICATED & IMPAIRED DRIVING",4,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X1<br/>DANGEROUS DRUGS: X1<br/>INTOXICATED & IMPAIRED DRIVING: X1<br/>PETIT LARCENY: X1<br/>",10013
"60904",-74.0026,40.71991,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, DANGEROUS DRUGS, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, OFF. AGNST PUB ORD SENSBLTY &",13,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>CRIMINAL MISCHIEF & RELATED OF: X6<br/>DANGEROUS DRUGS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X1<br/>PETIT LARCENY: X4<br/>",10013
"27692",-74.00258,40.72313,"Crime","MISDEMEANOR","PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES",13,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X2<br/>CRIMINAL MISCHIEF & RELATED OF: X2<br/>DANGEROUS DRUGS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X1<br/>PETIT LARCENY: X7<br/>",10012
"43270",-74.002563374,40.734992013,"Crime","MISDEMEANOR","PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, OFFENSES AGAINST PUBLIC ADMINI, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, ASSAULT 3 & RELATED OFFENSES, OFF. AGNST PUB ORD SENSBLTY &, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, OFFENSES AGAINST THE PERSON, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, VEHICLE AND TRAFFIC LAWS, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY",29,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X9<br/>CRIMINAL MISCHIEF & RELATED OF: X2<br/>DANGEROUS DRUGS: X3<br/>OFF. AGNST PUB ORD SENSBLTY &: X3<br/>OFFENSES AGAINST PUBLIC ADMINI: X1<br/>OFFENSES AGAINST THE PERSON: X1<br/>PETIT LARCENY: X9<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10012
"51667",-74.00255,40.74227,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, OTHER OFFENSES RELATED TO THEF, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, DANGEROUS DRUGS, ASSAULT 3 & RELATED OFFENSES",18,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X5<br/>CRIMINAL MISCHIEF & RELATED OF: X2<br/>DANGEROUS DRUGS: X8<br/>OTHER OFFENSES RELATED TO THEF: X1<br/>PETIT LARCENY: X2<br/>",10012
"64954",-74.002523863,40.73975965,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, ADMINISTRATIVE CODE, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, FRAUDS, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST THE PERSON, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, VEHICLE AND TRAFFIC LAWS",57,"MISDEMEANOR","ADMINISTRATIVE CODE: X1<br/>ASSAULT 3 & RELATED OFFENSES: X8<br/>CRIMINAL MISCHIEF & RELATED OF: X6<br/>DANGEROUS DRUGS: X6<br/>DANGEROUS WEAPONS: X7<br/>FRAUDS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X7<br/>OFFENSES AGAINST PUBLIC ADMINI: X5<br/>OFFENSES AGAINST THE PERSON: X1<br/>PETIT LARCENY: X14<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10012
"39624",-74.00251,40.71448,"Crime","MISDEMEANOR","DANGEROUS WEAPONS, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF",6,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X3<br/>DANGEROUS WEAPONS: X1<br/>PETIT LARCENY: X2<br/>",10002
"86321",-74.00248388,40.732038658,"Crime","MISDEMEANOR","PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY",13,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X2<br/>DANGEROUS DRUGS: X4<br/>OFF. AGNST PUB ORD SENSBLTY &: X2<br/>PETIT LARCENY: X5<br/>",10018
"1107",-74.00247,40.73033,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL TRESPASS, PETIT LARCENY, OFF. AGNST PUB ORD SENSBLTY &, OTHER OFFENSES RELATED TO THEF, PETIT LARCENY, PETIT LARCENY",11,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X4<br/>CRIMINAL TRESPASS: X1<br/>DANGEROUS DRUGS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X1<br/>OTHER OFFENSES RELATED TO THEF: X1<br/>PETIT LARCENY: X3<br/>",10018
"58082",-74.002458324,40.723938882,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",6,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X1<br/>DANGEROUS DRUGS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X1<br/>PETIT LARCENY: X3<br/>",10012
"80694",-74.002393759,40.734347,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, DANGEROUS DRUGS, OFFENSES INVOLVING FRAUD",4,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X1<br/>DANGEROUS DRUGS: X2<br/>OFFENSES INVOLVING FRAUD: X1<br/>",10012
"20759",-74.002353836,40.727798014,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, ASSAULT 3 & RELATED OFFENSES, OFFENSES AGAINST PUBLIC ADMINI, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",16,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X2<br/>CRIMINAL MISCHIEF & RELATED OF: X2<br/>OFF. AGNST PUB ORD SENSBLTY &: X1<br/>OFFENSES AGAINST PUBLIC ADMINI: X2<br/>PETIT LARCENY: X9<br/>",10012
"40097",-74.002332974,40.750217152,"Crime","MISDEMEANOR","UNAUTHORIZED USE OF A VEHICLE, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, OFFENSES INVOLVING FRAUD, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, DANGEROUS DRUGS, PETIT LARCENY",9,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X2<br/>CRIMINAL MISCHIEF & RELATED OF: X2<br/>DANGEROUS DRUGS: X2<br/>OFFENSES INVOLVING FRAUD: X1<br/>PETIT LARCENY: X1<br/>UNAUTHORIZED USE OF A VEHICLE: X1<br/>",10013
"94701",-74.002320969,40.716464905,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OTHER OFFENSES RELATED TO THEF, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES INVOLVING FRAUD, PETIT LARCENY",25,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X7<br/>CRIMINAL MISCHIEF & RELATED OF: X2<br/>OFF. AGNST PUB ORD SENSBLTY &: X3<br/>OFFENSES AGAINST PUBLIC ADMINI: X5<br/>OFFENSES INVOLVING FRAUD: X1<br/>OTHER OFFENSES RELATED TO THEF: X1<br/>PETIT LARCENY: X6<br/>",10013
"45121",-74.00231,40.73007,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES",1,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>",10013
"103288",-74.00228,40.72472,"Crime","MISDEMEANOR","PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, FRAUDS, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY",20,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X2<br/>FRAUDS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X4<br/>PETIT LARCENY: X13<br/>",10012
"96964",-74.002241715,40.719659808,"Crime","MISDEMEANOR","DANGEROUS DRUGS, DANGEROUS DRUGS, OFFENSES INVOLVING FRAUD, OFFENSES INVOLVING FRAUD, OFFENSES INVOLVING FRAUD, OFFENSES INVOLVING FRAUD, OFFENSES INVOLVING FRAUD, OFFENSES INVOLVING FRAUD, OFFENSES INVOLVING FRAUD, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, FRAUDS, OFFENSES INVOLVING FRAUD, OFFENSES INVOLVING FRAUD, PETIT LARCENY, PETIT LARCENY",19,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>CRIMINAL MISCHIEF & RELATED OF: X4<br/>DANGEROUS DRUGS: X2<br/>FRAUDS: X1<br/>OFFENSES INVOLVING FRAUD: X9<br/>PETIT LARCENY: X2<br/>",10012
"98999",-74.002223701,40.720348743,"Crime","MISDEMEANOR","DANGEROUS DRUGS, DANGEROUS DRUGS, ASSAULT 3 & RELATED OFFENSES, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS",7,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>CRIMINAL MISCHIEF & RELATED OF: X2<br/>DANGEROUS DRUGS: X3<br/>PETIT LARCENY: X1<br/>",10012
"15099",-74.00221,40.72163,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY",4,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X2<br/>DANGEROUS DRUGS: X1<br/>PETIT LARCENY: X1<br/>",10013
"5648",-74.002191655,40.733169504,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, DANGEROUS DRUGS, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, PETIT LARCENY, PETIT LARCENY",8,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X2<br/>CRIMINAL MISCHIEF & RELATED OF: X1<br/>DANGEROUS DRUGS: X1<br/>OFFENSES AGAINST PUBLIC ADMINI: X2<br/>PETIT LARCENY: X2<br/>",10013
